sma,clean_names,median_age_male,total_population,male,employed,unemployed,white,black,asian,median_income,harrys_sales_last_month
Bremerton-Silverdale, WA,37,253614,0.508587853982824,0.521941683362835,0.051673831430294,0.821437302357125,0.026721710946557,0.049188924901622,62473,48.0444690618376
Clarksville, TN-KY,28.9,270751,0.502816240752573,0.494830161975153,0.059462965875138,0.72977385125078,0.186481305701549,0.018304641534103,46653,89.7039897051581
Utica-Rome, NY,39.7,298273,0.496964190523447,0.549925959016868,0.049636413272777,0.884659355690927,0.049038967657146,0.027521766971868,48094,88.975555636646
Greeley, CO,33.2,265066,0.501954230267179,0.628322431377644,0.051035144440502,0.867350018485962,0.010835037311462,0.013189167980805,58100,100.076827774424
Gainesville, FL,30.1,268707,0.486113126937519,0.535188963804116,0.052075940383251,0.71188692516384,0.193240220760903,0.052064144216563,41961,84.3672070821026
Fort Smith, AR-OK,36.9,280394,0.493327246660057,0.523792301494287,0.047264137122766,0.807050079530946,0.037964435758255,0.025054031113362,38833,68.587412451952
Kingsport-Bristol-Bristol, TN-VA,42.8,308800,0.48610103626943,0.507516543494207,0.05105807377728,0.953345207253886,0.018484455958549,0.00511981865285,39178,64.5988355717054
Yakima, WA,31.6,246402,0.500693987873475,0.557115354654915,0.062006187264917,0.762392350711439,0.007905779985552,0.010515336726163,43956,93.4897335636449
Erie, PA,37.4,280132,0.49246426684563,0.566233593472863,0.052917701312522,0.878853540473777,0.071009381291677,0.013565033627004,45703,77.4702337301995
Wilmington, NC,37.3,263804,0.486599899925702,0.574489857340637,0.064921354453648,0.799248684629498,0.150217585783385,0.011891404224348,48581,89.3154673241218
Charlottesville, VA,36.3,223063,0.483410516311535,0.56128926612265,0.032651947272181,0.785952847401855,0.139915629216858,0.035684985856014,59189,43.2232526617793
Cedar Rapids, IA,36.8,261429,0.495832520493136,0.6614196931443,0.035584579530006,0.912213258666789,0.038266603934529,0.016413634294589,59000,57.2631345828866
Waco, TX,32.1,257241,0.485361975734817,0.563351933041052,0.042402351534476,0.769239740165837,0.152102503100206,0.013341574632349,41876,70.1472924454768
Crestview-Fort Walton Beach-Destin, FL,36.8,246805,0.505216669030206,0.546517414185688,0.048183687112648,0.812285002329775,0.083527481209862,0.025980024715869,53083,86.5748540809007
Hagerstown-Martinsburg, MD-WV,38.6,256237,0.50246451527297,0.575472256181725,0.063907402295224,0.857514722698127,0.090357754734874,0.01282406522087,55868,48.7639669472674
Lynchburg, VA,38.6,255440,0.481443783275916,0.554561614771489,0.046882466502284,0.782633886626997,0.170803319761979,0.014884121515816,46913,47.5284938799411
Duluth, MN-WI,39.4,279894,0.503269094728719,0.575179745029555,0.048588789477576,0.924492843719408,0.014555510300328,0.009282085360887,47574,103.835120640423
Laredo, TX,26.7,259471,0.486378053809482,0.543094594896296,0.038919649036637,0.938729183608187,0.003865557229902,0.005854218775894,38679,56.0199066088189
Amarillo, TX,33.5,257038,0.501563971085987,0.622301902146272,0.032962058793612,0.848718866471105,0.059283063204662,0.02844715567348,49553,60.6938904730178
Tuscaloosa, AL,31.4,233692,0.482387073584034,0.524281917990958,0.052491715456365,0.639114732211629,0.332737106961299,0.012165585471475,43567,87.6563102253368
Champaign-Urbana, IL,29.3,234672,0.498794061498602,0.599165358234857,0.045750351210644,0.772316254176041,0.109050078407309,0.083887298015954,48182,74.461551756896
Binghamton, NY,38.6,249261,0.491143821135276,0.548063505693849,0.050049278388743,0.893782019650086,0.041378314297062,0.031673627242128,48290,79.9022541745246
Macon, GA,35.7,231956,0.47965993550501,0.496451945502765,0.067327573373326,0.527595750918278,0.438928072565487,0.013179223645864,39609,58.4023855065054
College Station-Bryan, TX,25.5,235316,0.506055686821126,0.573632200530248,0.049461892336551,0.74821941559435,0.117089360689456,0.04770606333611,39915,84.0497602978123
Chico, CA,35.1,221578,0.49528834090027,0.4857425851538,0.073312056347329,0.835267941763171,0.014658494976938,0.042350774896425,43165,47.4048013867981
Topeka, KS,38.5,234195,0.488866115843635,0.606595763305322,0.046125481442577,0.848647494609193,0.062277162193898,0.009295672409744,50797,47.6451837076205
Gallup, NM,28.8,73082,0.487165102213951,0.420103479304139,0.067898920215957,0.166580006020634,0.006130100435128,0.008921485454695,29812,25.3910431199776
Barnstable Town, MA,49,215167,0.476564714849396,0.547015358260012,0.047229495665751,0.93077934813424,0.02502242444241,0.013310591308147,61597,50.476372008967
Sioux Falls, SD,34,238294,0.49961811879443,0.718521349787048,0.029474718794365,0.895351960183639,0.032959285588391,0.015720076879821,57356,90.3260886368647
Appleton, WI,36.9,228641,0.499595435639277,0.678504358550327,0.032009417832217,0.91780564290744,0.009591455600702,0.028468209988585,60413,61.8516630801978
Burlington-South Burlington, VT,36.4,213891,0.490039319092435,0.665243202056158,0.04070236890289,0.928323304860887,0.016779574643159,0.022838735617674,62175,44.4839591269441
Rochester, MN,36.9,210004,0.492423953829451,0.68385317727802,0.031907592376984,0.894254395154378,0.036985009809337,0.040451610445515,64210,43.2707686154799
Yuba City, CA,32.5,168126,0.501308542402722,0.490149084286627,0.088914467719428,0.692272462319927,0.025593899813235,0.113325719995717,48546,50.5501668282842
Yuma, AZ,32.2,201453,0.508843253761423,0.459808793416024,0.070991639602979,0.768750031024606,0.020466312241565,0.012052439030444,41380,42.1822712824307
Springfield, IL,38,211466,0.48029470458608,0.614938317935155,0.053437933725287,0.838929189562388,0.117607558661913,0.015983656947216,55842,75.8782170578884
Warner Robins, GA,33.5,184652,0.482854233910274,0.542806946884526,0.064989896324484,0.599175746810216,0.319373740874727,0.021906071962394,51404,68.2216238175362
Bellingham, WA,35.5,204855,0.49544311830319,0.576555580060441,0.056924186520591,0.862107344219082,0.008962436845574,0.03921798345171,53025,40.9700209989904
Houma-Thibodaux, LA,34.9,209402,0.494723068547578,0.562390815307004,0.041522364089959,0.74986389814806,0.163699487110916,0.008743947049216,50138,75.9783807084703
El Centro, CA,30.9,177026,0.512557477432694,0.438764982551965,0.096836595357305,0.682532509348909,0.029402460655497,0.014817032526296,41772,67.414453269516
Tyler, TX,34.3,214735,0.483311989195986,0.573988258880872,0.047672785334406,0.76568328404778,0.179276783011619,0.013565557547675,46669,44.7061039860779
Hilton Head Island-Bluffton-Beaufort, SC,38.5,194495,0.497380395382915,0.506884910097868,0.046708646283792,0.696362374354097,0.22210339597419,0.010874315535104,53863,66.9719531085581
Farmington, NM,32.8,127358,0.495838502489047,0.539099687202502,0.053039575683395,0.52958589173825,0.005739725812277,0.003690384585185,48824,46.962455338362
Florence, SC,37.2,206219,0.469432981442059,0.512601671171672,0.086224559064934,0.556093279474733,0.412386831475276,0.009252299739597,40673,62.8546311465273
Bloomington, IL,32.6,188851,0.48838502311346,0.646469185074568,0.042672410944965,0.851321941636528,0.071823818777767,0.042128450471536,61173,46.2932415582934
Charleston, WV,40.9,225248,0.483413837192783,0.531517373843199,0.041863104592282,0.902565172609746,0.036373241937775,0.00872371785765,45692,67.9388416516361
Kapaa, HI,40.3,68745,0.502552912939123,0.592799142582063,0.038710966593399,0.336068077678377,0.006298639901084,0.352752927485635,62946,25.6773171327906
Torrington, CT,44.4,187542,0.491623209734353,0.638136448307979,0.052726896408983,0.9348679229186,0.015777799106334,0.017825340457071,72068,44.9730082112614
Lumberton, NC,33.5,134913,0.484868026061239,0.455633864259886,0.067811891074423,0.307828007679023,0.24097010666133,0.007931037038684,30581,35.443019864524
Athens-Clarke County, GA,30.2,196287,0.481295246246567,0.53572385432568,0.050219633010374,0.732554881372684,0.194011829616837,0.034245772771503,41624,56.7884928346707
Longview, TX,35.6,216746,0.501494837274967,0.552392883100614,0.039969036405859,0.774136546925895,0.175232760927537,0.010076310520148,46615,70.0686888891776
Napa, CA,39.3,139253,0.497662527916813,0.601461836767518,0.055060135461158,0.772284977702455,0.021486072113348,0.074411323274903,70925,33.6364268633575
Racine, WI,38.3,195039,0.494998436210194,0.591975998588152,0.061761802981875,0.807500038453848,0.1095934659222,0.011936074323597,55055,54.861464149614
Dover, DE,35,167477,0.481797500552315,0.562719060454958,0.05956153546584,0.678081169354598,0.242618389390782,0.02044459836276,55169,38.9637323385625
Claremont-Lebanon, NH-VT,43,217906,0.491611061650436,0.609410717425708,0.037376912256023,0.950588785990289,0.006470680017989,0.01699356603306,54733,55.0182045818515
Las Cruces, NM,31,212942,0.491354453325319,0.540596773798742,0.074982253445279,0.892360361037278,0.016614852870735,0.011237801842755,38426,63.7376999716437
Fargo, ND-MN,31.2,218290,0.502116450593247,0.718785119607348,0.029529139239926,0.910683036327821,0.025447798799762,0.021242383984608,53634,63.6810503459314
Flagstaff, AZ,30.7,135817,0.494533084959909,0.590171325518485,0.063221140575256,0.623390297238196,0.014791962714535,0.015609238902347,48540,33.8494835247492
Lafayette-West Lafayette, IN,27.9,207013,0.508552602976625,0.580531036700854,0.047427604855329,0.873553834783323,0.038113548424495,0.059358591006362,45364,65.0136854351806
Saginaw, MI,38.1,197727,0.484116989586652,0.5112024912673,0.070689077965802,0.755870467867312,0.185017726461232,0.011611970039499,43566,45.1917054579189
Lake Charles, LA,34.9,201656,0.487850597056373,0.561455147808359,0.054434250764526,0.718322291426985,0.242829372793272,0.012055183084064,44644,57.6602479954129
Prescott, AZ,49.1,213689,0.489473019200801,0.451553930530165,0.055250245883876,0.919139497119646,0.005559481302266,0.008343901651465,44000,80.46823284371
California-Lexington Park, MD,35.6,108472,0.498110111365145,0.632219170263618,0.036302453061273,0.790406740910097,0.143437937901025,0.024596209159968,88190,41.2289188082994
Show Low, AZ,34.4,107489,0.4989068648885,0.400207328953613,0.099255614118352,0.491910800174902,0.005591269804352,0.005256351812744,36591,30.5661398659388
Jacksonville, NC,24.5,182921,0.540358952771962,0.424699117888647,0.059655012320989,0.745704429781162,0.159664554643808,0.019516621929686,46141,70.3172675535073
Medford, OR,41.8,206583,0.487983038294535,0.513853123509776,0.072639484978541,0.916198331905336,0.007144827986814,0.009991141575057,44086,63.1990317803308
Gainesville, GA,34.1,185318,0.499428010231062,0.582407631867897,0.058743422647482,0.822035636041831,0.075443292070927,0.01714890080834,51036,68.9440117604502
Greenville, NC,30.3,172438,0.471601387165242,0.580441343572002,0.079735686007715,0.585949732657535,0.340916735290365,0.016701655087626,42011,55.2041084423349
Midland, TX,31.5,151483,0.496326320445198,0.670199924224402,0.027067748671724,0.82692447337325,0.063201811424384,0.014463669190602,66689,57.1939577658595
Elkhart-Goshen, IN,34.1,199544,0.493565328950006,0.606965640548305,0.058158611961187,0.861985326544522,0.057591308182657,0.010173194884336,46983,57.4989084672289
Kingston, NY,41.9,181598,0.497753279221137,0.566090226060754,0.063952527902413,0.871452328770141,0.057164726483772,0.018353726362625,58592,55.842314498767
Madera, CA,31.8,152452,0.481790989950935,0.459015820600851,0.048309178743961,0.825374544118805,0.035302915015874,0.021875737937187,45490,52.7478687472797
East Stroudsburg, PA,40.2,168342,0.493875562842309,0.551286092317165,0.087317934922043,0.789523707690297,0.136389017595134,0.020363308027706,57748,32.463714802742
Vineland-Bridgeton, NJ,35.4,157429,0.51536248086439,0.503030254251612,0.07733788340966,0.615509213677277,0.208360594299653,0.012774012411944,50603,55.8435731904315
Daphne-Fairhope-Foley, AL,40.7,191205,0.487586621688763,0.54655857199877,0.051403856597897,0.866467927093957,0.093653408645171,0.006568865876938,50183,62.7808250990507
Redding, CA,40.1,178520,0.491216670401076,0.469955684808198,0.065399529151087,0.871381357831055,0.009853237732467,0.024994398386735,44556,41.1579700696826
Panama City, FL,38.7,188769,0.502614306374458,0.534820869020263,0.059803895968247,0.818338816225122,0.110987503244706,0.019378181798918,46742,47.9145144463411
St. Cloud, MN,33.1,190708,0.502779117813621,0.671863090148668,0.047874702564409,0.921188413700527,0.033176374352413,0.017807328481238,54985,47.5734536148499
Lake Havasu City-Kingman, AZ,47.8,202482,0.502652087592971,0.401410339709468,0.066922586298365,0.893096670321312,0.01083059234895,0.011680050572397,38456,70.3454221562417
Columbia, MO,29.3,168268,0.483763995530939,0.650121462806119,0.038510639850014,0.825165806927045,0.087265552570899,0.040049207217059,49059,35.3819029977568
Monroe, LA,34,177908,0.481007037345145,0.533806431910887,0.045741749252907,0.616071227825618,0.356150369854082,0.007931065494525,38406,62.9530183894989
Pueblo, CO,37.4,160757,0.492470001306319,0.515083807704151,0.064590751545488,0.786192825195792,0.020988199580734,0.007358933048017,41974,30.5470521646321
Albany, GA,34.2,156706,0.47587839648769,0.492912906489853,0.086961886820392,0.441738031728204,0.526450805967863,0.009444437354026,36805,39.8409308554974
Blacksburg-Christiansburg-Radford, VA,30.9,179908,0.506336572025702,0.537026265742127,0.037866063667793,0.896552682482158,0.04530648998377,0.03546812815439,44564,44.5708875409112
Johnson City, TN,40.3,200271,0.487129938932746,0.528379403465121,0.042934733137118,0.939521947760784,0.028071962490825,0.009277429083592,39084,49.4476116324335
Arecibo, PR,37.2,195749,0.482674240992291,0.332848643397317,0.06962391024135,0.866681311271067,0.02823513785511,0.005481509484084,17566,52.7279533326893
Iowa City, IA,30.2,158708,0.498279859868438,0.678160830672409,0.026635019058149,0.862886558963631,0.045404138417723,0.050117196360612,55030,45.1911954295023
Santa Fe, NM,42.1,146361,0.487308777611522,0.579147337091169,0.057132405513709,0.833856013555524,0.007495166061997,0.011444305518547,52958,44.4676517520601
Sioux City, IA-NE-SD,35.6,168824,0.49307562905748,0.661077621608219,0.03654057739691,0.859190636402407,0.02365777377624,0.020743496185377,49843,52.3759650444066
Abilene, TX,32.8,167171,0.506014799217568,0.532647896714753,0.036724148381622,0.823420330081174,0.079098647492687,0.014577887312991,44249,51.6181504919186
Odessa, TX,30.1,144932,0.49926172273894,0.633137485311398,0.035553466509988,0.845465459663842,0.042964976678718,0.008176248171556,54903,29.4118338612873
Hanford-Corcoran, CA,32.1,151390,0.556397384239382,0.447743749725383,0.074045432576124,0.7062685778453,0.065017504458683,0.036528172270295,47341,37.9171265922147
Burlington, NC,37.7,153713,0.476134094058408,0.570321704411572,0.059693677182877,0.704800504836936,0.179848158581252,0.013095834444712,42592,40.5681580989404
Rocky Mount, NC,38.5,150953,0.475936218558094,0.520062706380708,0.086713251726093,0.490550038753784,0.448371347373023,0.005385782329599,39763,40.1993312838282
Waterloo-Cedar Falls, IA,34.8,168831,0.488849796542104,0.624017165615861,0.048888203048073,0.88314942161096,0.07400299707992,0.014434552896091,49897,49.0446067008788
Mayagüez, PR,35.4,102448,0.477276276745276,0.310735990783952,0.083802560274601,0.507896689052007,0.038731844447915,0.001356785881618,16333,34.7168163334559
Lawton, OK,30.6,131804,0.516820430335953,0.500336680621834,0.051917127772736,0.651748050135049,0.161482200843677,0.019657976996146,46283,29.2142209322229
Concord, NH,41.2,146880,0.491734749455338,0.631419036708672,0.040352974381963,0.950857843137255,0.010920479302832,0.016925381263617,65226,31.1718732810612
Bloomington, IN,28.8,162422,0.497605004248193,0.561209546456328,0.046514325484283,0.884547659799781,0.026369580475551,0.052240460036202,42416,34.3392147643836
Muskegon, MI,38,171328,0.495850065371685,0.507203521721731,0.082929432166837,0.808320881583863,0.136276615614494,0.006163615988046,41842,65.1357902161302
St. George, UT,32.7,144844,0.493952113998509,0.51678599840891,0.053479339229725,0.928412637043992,0.004701610008009,0.006931595371572,49498,36.9318587891572
Elizabethtown-Fort Knox, KY,34.5,150917,0.498638324376975,0.529616784414472,0.057366730892743,0.833888826308501,0.100161015657613,0.016883452493755,48617,39.6254176204741
State College, PA,28.6,156240,0.520903737839222,0.546700567819602,0.030392433025456,0.887877624167947,0.035355862775218,0.05455069124424,50295,43.1807525597182
Bend-Redmond, OR,40.5,163141,0.493143967488246,0.547087800637496,0.066662599704129,0.932518496270098,0.003794263857645,0.012148999944833,49584,50.9720278226005
Auburn-Opelika, AL,29,147790,0.493321604980039,0.561771992441738,0.051748897753517,0.705920562960958,0.231016983557751,0.030901955477367,43641,56.6800202352638
Billings, MT,37.9,162892,0.490760749453626,0.647694837428642,0.030427835691239,0.909952606635071,0.00634162512585,0.007440512732363,51481,54.8698289847002
Fairbanks, AK,29.9,99319,0.531942528619902,0.603657665380769,0.0537089714115,0.77281285554627,0.045137385595908,0.026832730897411,70408,34.4456869494639
Joplin, MO,35.5,175679,0.490041496137842,0.592480438530569,0.046999101130218,0.909346023144485,0.018402882530069,0.010951792758383,41562,54.8396041610503
Bowling Green, KY,33.9,162322,0.490001355330762,0.569562967711044,0.060307212307027,0.864528529712547,0.071185667993248,0.020477815699659,43396,55.8567405073193
Hattiesburg, MS,31.6,146370,0.48044681287149,0.54854597851716,0.067068378307571,0.677044476327116,0.288187470109995,0.010500785680126,41702,28.9669956495296
Alexandria, LA,35.5,154562,0.494209443459583,0.49636659256064,0.047831569167469,0.66291844049637,0.297563437326122,0.01275216418007,41032,53.4381216284707
Janesville-Beloit, WI,37.6,160465,0.491060355840838,0.5993240019087,0.062533799904565,0.902813697691085,0.035147851556414,0.011030442775683,49645,39.2360537116983
Oshkosh-Neenah, WI,36.9,168413,0.502663096079281,0.624697177068162,0.037941609151657,0.926329915149068,0.018270561061201,0.022818903528825,51949,55.6550192419135
Niles-Benton Harbor, MI,39.8,155992,0.487851941125186,0.543125115431251,0.064432720644327,0.78060413354531,0.150488486589056,0.01815477716806,44701,39.726983388436
Sierra Vista-Douglas, AZ,37.3,130807,0.51043139893125,0.435581174529795,0.04466589298217,0.797816630608454,0.039355691973671,0.017323231937129,45974,36.8682144350592
Lebanon, PA,39.7,135184,0.488031127944135,0.596698902733866,0.050139482983076,0.885445023079654,0.018863179074447,0.010578174931945,56173,34.333858158795
Monroe, MI,40.6,150851,0.492983142305984,0.557444158432284,0.061604251432367,0.946410696647686,0.02294979814519,0.005694360660519,54911,51.3319178653834
Decatur, AL,38.1,153579,0.490093046575378,0.534110280618935,0.065729084710202,0.816576485066318,0.118271378248328,0.005117887211142,44273,28.5089320537143
Valdosta, GA,30,142655,0.49061722337107,0.507971393057232,0.079281583830232,0.596032385825944,0.342778030913743,0.013480074305142,36289,38.727013300099
Chambersburg-Waynesboro, PA,39.7,151517,0.48951602790446,0.586855826562773,0.045263656851087,0.931057241101659,0.036985948771425,0.009028689849984,53394,36.124400788996
Punta Gorda, FL,55.8,163151,0.48606505629754,0.381553155106978,0.054941541199205,0.905798922470595,0.057762440928955,0.012448590569473,44265,55.5418307260978
Terre Haute, IN,36.3,172240,0.507779842080818,0.529726205063164,0.047263842014374,0.909155829075708,0.048165350673479,0.012453553181607,42780,34.1008742663205
Dunn, NC,32.6,121789,0.492006667268801,0.494946515007485,0.069568732859125,0.68802601220143,0.210043599996716,0.012390281552521,44417,23.2622662438884
Ithaca, NY,28.4,103179,0.492687465472625,0.553716967152383,0.034295785715889,0.815863693193382,0.04425319105632,0.098731330987895,52836,24.1699033049179
Wichita Falls, TX,33.1,151202,0.513868864168463,0.534255440960496,0.036624322732138,0.828163648628986,0.092419412441634,0.018637319612174,45892,36.9878977514627
Eau Claire, WI,35.4,163658,0.50160089943663,0.640433567489992,0.041513709494675,0.939544660206039,0.009752043896418,0.02406848427819,49537,44.0750066595801
Los Alamos, NM,42.1,17974,0.507121397574274,0.622741173199889,0.023630803447317,0.877823522866363,0.004951596750862,0.062646044286191,105989,3.49576038124408
Mount Vernon-Anacortes, WA,39.6,118364,0.495623669358927,0.536375682408438,0.052514973233689,0.867696258997668,0.006429319725592,0.017387043357778,54917,31.1801197087045
Goldsboro, NC,34.6,124093,0.491115534317004,0.524074207752833,0.076775530828805,0.567525968426906,0.314788102471533,0.010363195345426,41172,40.9718717956097
Texarkana, TX-AR,36.3,149457,0.501093960135691,0.514084746627656,0.048318505792097,0.705594251189305,0.241520972587433,0.006041871575102,41818,50.8627188847557
New Bern, NC,34.9,127820,0.503403223282741,0.481436926627937,0.067650568237388,0.706227507432327,0.219668283523705,0.017446409012674,46173,29.8111339249641
Grand Junction, CO,36.6,147509,0.49723067745019,0.573703001417858,0.057867404636225,0.921740368384302,0.007186002210035,0.006128439620633,48610,32.6013020487618
Dothan, AL,38.7,147165,0.48086841300581,0.529830337011222,0.051541884210797,0.72888254680121,0.233357116162131,0.007963850100228,40515,32.9798625754003
Harrisonburg, VA,32,128166,0.478886756238004,0.579604806256124,0.039157858685415,0.907455955557636,0.038473542125057,0.018218560304605,48518,24.3414241546324
Idaho Falls, ID,31.8,136057,0.498232358496806,0.608485123217671,0.039983928129894,0.912808602276987,0.004939106403934,0.005835789411791,50987,36.247867774826
Eureka-Arcata-Fortuna, CA,36.5,134876,0.500704350662831,0.527737664923626,0.067377635862985,0.819975384797888,0.013011951718616,0.022665262908153,42153,38.6976186656916
Jackson, MI,38.8,159927,0.511921063985443,0.507554966474349,0.067636051769843,0.875999674851651,0.084801190543185,0.006578001213053,45452,47.6661545552619
Florence-Muscle Shoals, AL,40.1,147271,0.480861812576814,0.51159298163645,0.048390999274135,0.842331484134691,0.121816243523844,0.006335259487611,41919,37.9939478685676
Jackson, TN,36.1,130233,0.474134819899718,0.534666395797661,0.063451064611932,0.658327766387935,0.308055561954343,0.008861041364324,41346,35.0854608393965
Ottawa-Peru, IL,40.6,152954,0.497391372569531,0.573050675896297,0.067997779664338,0.948762373001033,0.017096643435281,0.006348313872145,50985,28.9833038644233
Rapid City, SD,36.1,139040,0.506041426927503,0.633678045209115,0.032698819438089,0.851503164556962,0.012859608745685,0.009788550057537,51041,42.9815553607566
Juneau, AK,37.4,32200,0.515062111801242,0.672154644766406,0.039939567676455,0.694472049689441,0.011925465838509,0.060590062111801,84750,12.2618284701643
Sebastian-Vero Beach, FL,48.3,140918,0.481194737364992,0.445468432201602,0.070039074697656,0.863409926340141,0.090371705530876,0.011744418739976,44645,43.2891486415467
'Coeur d''Alene', ID,37.8,142783,0.493553154086971,0.561459867041449,0.059019319145139,0.945959953215719,0.003361744745523,0.011317873976594,49292,36.668632228383
Bismarck, ND,35.6,120688,0.497207675990985,0.693390798585685,0.023756721133126,0.898258318971232,0.007374386848734,0.004772636881877,62375,34.3559977345538
Jefferson City, MO,37,150440,0.510642116458389,0.581089997911881,0.033418250156609,0.88125498537623,0.073889922892848,0.008116192501994,51025,57.6629026550605
Logan, UT-ID,25.7,128807,0.49897909275117,0.63951996869361,0.04345935604496,0.913669288159805,0.006117679939755,0.020247346805686,49915,38.6844284934412
Tupelo, MS,35.3,138377,0.482385078445117,0.551695129132666,0.045334305450399,0.755045997528491,0.211256205872363,0.006279945366643,41701,42.044969036523
Sumter, SC,33.3,107782,0.481611029671003,0.490877176223342,0.079251546342512,0.489432372752408,0.464780761166057,0.012831456087287,40662,39.4108281883847
Moses Lake, WA,31.8,91458,0.507467908766866,0.563984248181326,0.072867191727289,0.703536049334121,0.009053335957489,0.010562225283737,46772,18.8862891075803
Traverse City, MI,42.7,145374,0.494579498397237,0.561896991159375,0.052337171841222,0.947707292913451,0.010868518442087,0.006060230852835,50817,42.0229812147757
Battle Creek, MI,38.4,135150,0.488620051794303,0.528975778933826,0.069540004847942,0.828953015168332,0.108923418423973,0.018668146503885,43199,51.6613117092639
Wenatchee, WA,37.1,112847,0.500279139011228,0.572539067412005,0.054802976782469,0.843531507262045,0.003580068588443,0.008648878570099,51547,34.1132206774403
Bangor, ME,39.4,153627,0.493207574189433,0.568550468473823,0.04917802005287,0.951974587800322,0.007772071315589,0.010095881583315,44543,42.6914127049981
Watertown-Fort Drum, NY,30.7,118885,0.517432813222862,0.484615887830088,0.061569157635361,0.86581149850696,0.051957774319721,0.0146696387265,48613,34.6733912018671
La Crosse-Onalaska, WI-MN,35.5,135329,0.491845798018163,0.648954293377796,0.038747326833158,0.923719232389214,0.012901890947247,0.037937175328274,51160,34.8282795651722
Springfield, OH,40,137303,0.483951552405993,0.53491520462487,0.06502808217925,0.862486617189719,0.085409641449932,0.007268595733524,43011,25.6530416554388
Sherman-Denison, TX,38.1,121975,0.487362164377946,0.553118382261346,0.055298343229664,0.859905718384915,0.05795449887272,0.009772494363599,47631,28.4226635103422
Lawrence, KS,28,113703,0.499327194533126,0.649295939048589,0.046838357792421,0.84471825721397,0.039251382989015,0.041933810013808,50732,42.06111261858
Hammond, LA,32.9,124125,0.48510775427996,0.541632966258114,0.077168750907319,0.670960725075529,0.299391742195368,0.007146022155086,40721,46.116998378671
Brunswick, GA,39.8,113572,0.47527559609763,0.531338094866681,0.068392258237044,0.70226816468848,0.232522100517733,0.011138308738069,44055,27.1500625820474
Kankakee, IL,36.1,112682,0.490655117942529,0.564179070611726,0.066062352514068,0.79662235317087,0.147317229016169,0.010826928879502,51000,22.3558574906655
Hinesville, GA,27.2,80456,0.499564979616188,0.483569752015512,0.078596455420621,0.507059759371582,0.376503927612608,0.01650591627722,44133,25.3122194663671
Pittsfield, MA,44.1,130064,0.481870463771682,0.569907059448956,0.059357298674635,0.919647250584328,0.028001599212695,0.013770143929143,49737,34.802460588666
Dalton, GA,34.3,142548,0.494689508095519,0.555105438401776,0.074149093599704,0.895964867974296,0.032922243735444,0.009442433425934,38818,45.2267444266954
Winchester, VA-WV,38.6,131082,0.500343296562457,0.590059603922323,0.045154777927322,0.899971010512504,0.052333653743458,0.013808150623274,51872,32.6406426580784
San Angelo, TX,31.9,115142,0.492834934255094,0.560450684388891,0.034835614629638,0.862665230758542,0.041566066248632,0.011950461169686,45258,30.839091653306
Wausau, WI,38.9,134886,0.502639265750337,0.653985728083418,0.047504290014347,0.916499859140311,0.00676126506828,0.053289444419732,53779,42.6044863276731
Tahlequah, OK,33.6,47860,0.493063100710405,0.503899457237709,0.04487010591769,0.531299623903051,0.011763476807355,0.006707062264939,37230,17.9699336618917
Anniston-Oxford-Jacksonville, AL,37,117186,0.481951768982643,0.494289678727719,0.077457572846622,0.752009625723209,0.208181864727869,0.008012902565153,40919,41.5423914687451
Oak Harbor, WA,41.4,78951,0.497675773581082,0.490243262838015,0.052879201567248,0.851756152550316,0.025129510709174,0.044381958429912,59107,26.2796481600334
Homosassa Springs, FL,54,139771,0.482911333538431,0.360829075325532,0.059048953354211,0.931244678796031,0.030685907663249,0.01578295926909,38109,34.6948221107669
Morgantown, WV,31.7,134052,0.516739772625548,0.54680929352397,0.038398864592094,0.917949750842956,0.034426938799869,0.024639692059798,46028,29.9119047825749
Decatur, IL,39.1,109833,0.479072774120711,0.554069436539556,0.074604439385316,0.790017572132237,0.15154825963053,0.012182131053509,46696,35.6188121043485
Wheeling, WV-OH,41.4,146465,0.495504045335063,0.52391974037527,0.044001120208227,0.945044891270952,0.032000819308367,0.005557641757416,41919,33.2206040886229
Johnstown, PA,42.3,140835,0.493478183690134,0.504650704249501,0.048701660537167,0.938722618667235,0.034984201370398,0.005190471118685,42304,48.7738819767566
Pottsville, PA,41.8,147146,0.50905902980713,0.522301212245737,0.052147113211424,0.944205075231403,0.028244056923056,0.005837739388091,45020,31.9687550995365
Glens Falls, NY,42.6,128298,0.501901822319911,0.567876907992118,0.050977212516617,0.953335203978238,0.020257525448565,0.007576111864565,54112,32.0347012520439
Grants, NM,35.1,27392,0.50459988317757,0.452989054167836,0.08508747310319,0.448999707943925,0.008615654205607,0.007155373831776,36279,5.64134253701046
Muskogee, OK,36.6,70519,0.48949928388094,0.502239865972248,0.0472921295116,0.612331428409365,0.109488223032091,0.006934301393951,40133,17.5302125734307
Cheyenne, WY,35.6,94412,0.499872897513028,0.618377505717745,0.033472353020315,0.873681311697665,0.028915815786129,0.011237978223107,58324,31.40790902221
Staunton-Waynesboro, VA,41.7,119016,0.486153122269275,0.56598762699826,0.034833808558164,0.8887376487195,0.070856019358742,0.007183908045977,49262,24.4547844634584
Jonesboro, AR,33,124194,0.488662898368681,0.555407595511649,0.053492717269002,0.838695911235647,0.124861104401179,0.009517367988792,40358,25.5618122756768
Gettysburg, PA,41.4,101566,0.492625484906366,0.610831843008362,0.038921649185558,0.923882007758502,0.015024712994506,0.006990528326408,60068,38.142973291617
