"","AGE","NH_WHITE","COMM_PT","H_F1","REG_DAYS","PR_PELIG","E_PELIG","POLITICALC","MESSAGE_A","MOVED_AD","Partition"
"2430",54,58,1,0,4605,0,50,1,1,"N","T"
"2431",54,23,11,0,3430,0,50,1,1,"N","T"
"2432",49,85,4,0,5487,0,0,1,1,"N","T"
"2433",87,88,2,0,21034,100,90,1,1,"Y","T"
"2434",28,63,3,0,2566,0,0,1,1,"N","T"
"2435",61,45,0,0,209,0,0,0,1,"N","T"
"2436",55,87,2,1,923,0,0,1,1,"N","T"
"2437",65,72,10,0,0,0,50,1,1,"N","V"
"2438",56,67,3,0,0,67,80,1,1,"N","T"
"2439",35,78,5,1,482,0,0,1,1,"Y","T"
"2440",71,85,4,0,0,0,50,1,1,"N","T"
"2441",68,53,2,0,267,0,0,1,1,"Y","T"
"2442",49,45,0,0,5839,0,30,0,1,"N","V"
"2443",65,23,11,1,0,33,70,1,1,"Y","V"
"2444",23,88,0,0,538,0,0,1,1,"Y","T"
"2445",61,83,1,0,2995,33,67,0,1,"Y","T"
"2446",51,42,19,0,1625,0,50,0,1,"Y","T"
"2447",47,72,10,0,1989,0,60,1,1,"Y","T"
"2448",57,58,1,1,6082,67,80,1,1,"Y","V"
"2449",69,23,11,0,5558,0,20,1,1,"N","T"
"2450",25,67,3,0,287,0,0,1,1,"N","T"
"2451",28,87,1,1,2031,0,0,0,1,"N","V"
"2452",43,42,19,0,6535,0,40,0,1,"Y","T"
"2453",72,67,3,0,274,0,0,1,1,"Y","T"
"2454",45,58,1,0,7809,33,60,1,1,"N","V"
"2455",80,62,2,0,10885,0,40,0,1,"Y","T"
"2456",24,85,4,0,1128,0,0,1,1,"N","T"
"2457",32,42,17,0,4914,0,50,0,1,"N","T"
"2458",69,23,11,0,0,0,20,1,1,"N","T"
"2459",78,68,1,0,967,100,100,0,1,"Y","T"
"2460",37,67,3,0,6408,0,30,1,1,"N","T"
"2461",58,53,2,0,3928,33,60,1,1,"Y","T"
"2462",45,54,0,0,7993,0,20,1,1,"N","V"
"2463",56,89,0,0,1070,0,50,0,1,"Y","T"
"2464",66,88,2,0,0,0,50,1,1,"N","V"
"2465",21,58,1,0,1007,0,0,1,1,"Y","V"
"2466",57,76,0,1,1265,0,33,0,1,"N","T"
"2467",32,78,5,0,3640,33,20,1,1,"N","V"
"2468",81,58,5,0,21034,100,90,1,1,"N","V"
"2469",53,83,1,0,6350,0,50,0,1,"Y","T"
"2470",33,85,4,0,3484,0,10,0,1,"Y","T"
"2471",60,88,2,1,2552,0,25,0,1,"Y","T"
"2472",63,67,3,0,8621,67,80,0,1,"N","V"
"2473",45,54,0,0,1721,0,0,0,1,"N","V"
"2474",22,61,0,0,538,0,100,0,1,"Y","T"
"2475",67,78,1,0,3410,67,89,0,1,"N","T"
"2476",24,67,3,0,2097,0,33,1,1,"Y","T"
"2477",28,64,4,0,3235,0,22,1,1,"N","V"
"2478",57,64,4,0,4961,0,60,1,1,"N","T"
"2479",50,23,11,0,0,0,40,1,1,"Y","V"
"2480",27,74,1,0,757,0,0,0,1,"Y","T"
"2481",52,53,2,0,0,0,60,1,1,"Y","T"
"2482",39,23,11,0,6790,33,60,1,1,"Y","T"
"2483",50,67,3,0,0,0,0,1,1,"Y","T"
"2484",60,63,3,0,7096,0,30,1,1,"N","T"
"2485",30,62,2,0,613,0,50,0,1,"Y","V"
"2486",34,58,1,0,4782,67,70,0,1,"N","T"
"2487",31,68,0,0,4360,0,50,0,1,"N","T"
"2488",41,42,19,0,7333,33,60,0,1,"Y","T"
"2489",43,61,0,0,847,0,0,0,1,"N","T"
"2490",74,87,0,0,2384,33,50,1,1,"Y","V"
"2491",35,54,0,0,1982,0,20,0,1,"Y","V"
"2492",18,88,0,0,734,0,0,1,1,"Y","V"
"2493",70,78,5,0,1916,0,50,1,1,"N","T"
"2494",58,54,0,0,3430,33,60,0,1,"N","T"
"2495",51,42,19,1,4901,0,40,0,1,"Y","V"
"2496",23,67,3,0,538,0,100,1,1,"Y","T"
"2497",33,64,4,0,375,0,0,1,1,"N","T"
"2498",93,88,0,1,21065,0,50,0,1,"Y","V"
"2499",45,45,0,0,7865,100,90,0,1,"N","V"
"2500",70,62,2,0,10331,67,80,0,1,"N","V"
"2501",58,85,4,0,3459,0,40,1,1,"N","T"
"2502",47,54,0,0,3771,0,40,0,1,"N","V"
"2503",24,69,0,0,993,0,0,0,1,"Y","T"
"2504",33,23,11,0,2792,0,22,1,1,"Y","V"
"2505",82,78,5,0,2673,0,13,1,1,"N","T"
"2506",45,58,1,0,197,0,0,1,1,"N","V"
"2507",43,87,2,0,6732,0,20,1,1,"Y","V"
"2508",70,64,4,1,566,100,100,1,1,"Y","V"
"2509",87,67,3,0,6465,0,50,1,1,"N","T"
"2510",88,85,4,1,0,0,30,1,1,"Y","T"
"2511",34,63,3,0,3407,0,22,1,1,"N","T"
"2512",67,67,3,1,0,0,50,1,1,"Y","V"
"2513",42,64,4,0,7825,0,50,1,1,"Y","V"
"2514",24,62,2,0,2451,0,25,0,1,"Y","T"
"2515",21,46,1,0,736,100,100,0,1,"N","T"
"2516",44,76,2,0,9285,0,60,0,1,"N","V"
"2517",72,97,0,1,271,0,0,0,1,"Y","V"
"2518",46,42,17,0,5963,0,30,0,1,"N","T"
"2519",23,58,1,0,566,0,50,1,1,"N","T"
"2520",26,64,4,0,1175,0,50,1,1,"Y","T"
"2521",24,88,0,0,956,0,50,0,1,"N","T"
"2522",39,58,1,0,3238,0,22,1,1,"N","T"
"2523",59,87,2,0,522,0,100,1,1,"Y","T"
"2524",33,85,4,0,2591,0,25,1,1,"N","T"
"2525",47,62,2,0,538,0,100,0,1,"N","V"
"2526",29,63,1,0,3456,0,30,0,1,"N","V"
"2527",60,85,4,0,2546,0,38,1,1,"Y","V"
"2528",53,87,1,0,0,33,60,0,1,"N","T"
"2529",69,42,19,1,9528,100,90,0,1,"Y","T"
"2530",76,58,1,0,14399,0,50,1,1,"Y","T"
"2531",50,23,11,0,0,0,50,1,1,"Y","V"
"2532",34,63,3,0,2114,0,33,1,1,"N","V"
"2533",30,76,2,0,1021,0,50,0,1,"N","T"
"2534",42,23,11,0,6746,0,20,1,1,"N","T"
"2535",42,46,1,0,7810,0,20,0,1,"N","V"
"2536",53,42,19,0,5460,67,60,0,1,"Y","T"
"2537",51,64,4,1,4716,0,0,0,1,"N","T"
"2538",72,74,1,0,4183,0,30,0,1,"Y","V"
"2539",66,76,2,0,596,0,50,0,1,"Y","V"
"2540",62,42,17,1,0,100,90,0,1,"Y","V"
"2541",39,42,17,0,5003,0,10,0,1,"N","V"
"2542",72,82,8,1,1970,0,60,0,1,"N","T"
"2543",26,78,5,0,890,0,50,1,1,"Y","T"
"2544",36,63,3,1,5162,0,0,1,1,"N","T"
"2545",33,83,1,0,4012,0,0,0,1,"N","T"
"2546",28,37,4,0,3981,0,40,0,1,"N","T"
"2547",28,85,4,0,3500,0,10,1,1,"N","V"
"2548",62,88,2,0,10746,33,50,1,1,"N","V"
"2549",64,97,0,0,0,0,40,1,1,"Y","T"
"2550",59,78,5,0,7825,0,60,1,1,"N","T"
"2551",36,68,1,0,3430,0,10,0,1,"N","V"
"2552",39,87,2,0,7298,0,10,1,1,"Y","T"
"2553",75,85,4,0,0,100,90,1,1,"N","V"
"2554",81,53,2,0,10746,67,70,1,1,"N","V"
"2555",49,97,0,0,5971,0,30,1,1,"N","T"
"2556",76,42,19,1,5815,0,40,0,1,"Y","V"
"2557",37,76,2,0,1198,0,50,0,1,"Y","T"
"2558",39,63,1,0,6047,0,20,0,1,"N","V"
"2559",33,85,4,0,4887,0,30,1,1,"N","V"
"2560",28,58,1,0,530,0,0,1,1,"N","V"
"2561",54,63,3,0,10807,0,50,1,1,"N","T"
"2562",34,72,10,0,1891,0,0,1,1,"N","V"
"2563",29,42,17,0,3919,0,10,0,1,"Y","T"
"2564",72,76,2,0,17307,33,70,0,1,"N","T"
"2565",71,45,0,0,3007,0,33,0,1,"N","T"
"2566",63,63,3,0,0,67,80,1,1,"Y","T"
"2567",77,53,2,1,4512,0,30,1,1,"N","V"
"2568",53,83,1,0,118,0,0,0,1,"N","T"
"2569",20,72,10,1,1061,0,0,1,1,"N","T"
"2570",78,62,2,0,1245,0,67,0,1,"N","T"
"2571",53,63,3,0,8237,33,60,1,1,"N","T"
"2572",47,65,2,0,7880,33,50,1,1,"Y","T"
"2573",69,87,1,0,9712,100,90,0,1,"N","V"
"2574",65,87,1,1,0,33,60,0,1,"N","V"
"2575",65,97,0,0,6004,0,40,1,1,"Y","T"
"2576",32,65,2,0,2349,0,0,0,1,"N","V"
"2577",59,67,3,0,6354,0,60,1,1,"N","V"
"2578",76,87,2,0,0,0,50,1,1,"N","T"
"2579",25,54,0,0,1975,0,20,0,1,"Y","T"
"2580",38,42,17,0,2395,0,38,0,1,"Y","V"
"2581",21,68,0,0,1055,0,50,0,1,"Y","T"
"2582",64,37,4,0,15129,100,100,0,1,"N","T"
"2583",51,46,1,0,6977,0,40,0,1,"Y","T"
"2584",39,87,2,0,5667,0,40,1,1,"N","T"
"2585",36,58,1,0,2183,0,38,1,1,"N","T"
"2586",66,83,1,0,0,0,40,0,1,"Y","T"
"2587",56,61,0,0,10746,33,70,0,1,"Y","T"
"2588",62,23,11,0,0,33,70,1,1,"Y","T"
"2589",74,76,2,0,3827,0,60,0,1,"N","V"
"2590",45,23,11,0,2820,0,44,1,1,"Y","T"
"2591",84,31,13,1,1215,0,0,0,1,"N","V"
"2592",69,89,0,0,3913,33,70,0,1,"N","T"
"2593",36,64,4,1,6326,0,0,1,1,"N","V"
"2594",25,42,19,0,2113,0,17,0,1,"Y","T"
"2595",51,87,2,0,0,0,30,1,1,"Y","T"
"2596",65,42,19,0,509,0,100,0,1,"N","T"
"2597",33,62,2,0,4793,0,50,0,1,"N","V"
"2598",71,87,0,0,1706,0,50,1,1,"Y","T"
"2599",64,64,4,0,4889,0,40,1,1,"N","T"
"2600",57,23,11,0,6154,0,30,1,1,"Y","T"
"2601",91,88,2,1,9407,67,80,1,1,"N","V"
"2602",21,88,0,0,838,0,0,0,1,"Y","T"
"2603",45,87,2,0,2918,0,11,1,1,"N","V"
"2604",82,42,19,0,5772,0,0,0,1,"N","T"
"2605",47,42,19,0,8042,33,50,0,1,"Y","V"
"2606",49,64,4,0,1476,0,50,1,1,"N","V"
"2607",46,87,2,0,7980,0,50,1,1,"N","V"
"2608",29,87,2,0,3433,0,30,1,1,"Y","T"
"2609",67,61,0,0,0,100,80,0,1,"N","T"
"2610",46,63,3,0,7809,0,40,1,1,"N","V"
"2611",65,45,0,0,13668,0,50,0,1,"N","V"
"2612",50,87,2,0,4953,0,50,1,1,"Y","V"
"2613",59,78,5,1,7272,0,40,1,1,"N","T"
"2614",18,88,2,0,532,0,0,0,1,"N","T"
"2615",47,42,17,0,573,0,0,0,1,"N","T"
"2616",45,63,1,0,5510,0,10,0,1,"N","V"
"2617",55,67,3,0,0,0,50,1,1,"Y","T"
"2618",18,64,4,0,524,0,0,1,1,"Y","V"
"2619",42,78,5,0,7994,0,30,1,1,"N","T"
"2620",56,58,1,0,6612,0,40,1,1,"N","T"
"2621",52,42,19,0,4234,0,30,0,1,"N","V"
"2622",28,72,10,1,3499,0,0,1,1,"N","V"
"2623",32,61,0,0,3554,0,10,0,1,"Y","T"
"2624",78,31,13,0,7866,67,80,0,1,"Y","T"
"2625",69,87,1,0,1770,50,75,0,1,"Y","T"
"2626",31,67,3,1,2398,0,38,1,1,"N","T"
"2627",82,83,1,0,538,0,0,0,1,"N","V"
"2628",46,63,3,0,734,0,50,1,1,"N","T"
"2629",20,58,1,0,1135,0,0,1,1,"Y","T"
"2630",62,61,0,0,2769,0,56,0,1,"Y","T"
"2631",70,98,0,0,5381,0,50,0,1,"N","T"
"2632",57,72,10,1,0,0,10,1,1,"Y","T"
"2633",66,64,4,0,0,33,70,1,1,"N","T"
"2634",49,67,3,0,0,33,70,1,1,"N","V"
"2635",57,64,4,0,0,33,60,1,1,"N","V"
"2636",73,88,2,0,0,0,40,1,1,"N","T"
"2637",25,67,3,0,1970,0,40,1,1,"Y","V"
"2638",71,88,2,0,10746,33,60,0,1,"N","V"
"2639",53,97,0,1,0,0,50,1,1,"N","T"
"2640",18,87,1,0,510,0,0,0,1,"Y","V"
"2641",28,67,3,0,2260,0,38,1,1,"N","V"
"2642",55,62,2,1,0,33,50,0,1,"Y","T"
"2643",56,83,1,0,361,0,0,0,1,"N","V"
"2644",71,58,5,0,5516,0,0,0,1,"N","V"
"2645",48,63,3,0,5137,0,30,1,1,"Y","T"
"2646",63,89,0,0,0,0,50,0,1,"N","V"
"2647",68,37,4,0,2839,0,0,0,1,"N","V"
"2648",37,87,2,0,3933,0,10,1,1,"Y","V"
"2649",34,42,17,0,3794,0,30,0,1,"Y","T"
"2650",22,54,0,0,358,0,0,0,1,"Y","T"
"2651",39,88,0,0,2393,0,0,0,1,"N","T"
"2652",41,67,3,1,7820,0,40,1,1,"Y","T"
"2653",54,74,1,0,10746,0,50,0,1,"N","V"
"2654",48,23,11,0,0,100,90,1,1,"N","V"
"2655",45,42,17,0,0,33,70,0,1,"N","V"
"2656",78,58,1,1,7867,0,40,1,1,"Y","V"
"2657",87,87,2,0,0,67,70,1,1,"N","T"
"2658",52,63,3,0,4900,0,10,1,1,"N","T"
"2659",48,85,4,0,5235,33,60,1,1,"Y","V"
"2660",59,42,17,0,1994,0,60,0,1,"Y","T"
"2661",47,88,0,0,1975,50,80,0,1,"Y","T"
"2662",70,58,5,0,2722,67,78,0,1,"N","V"
"2663",64,67,3,0,6551,0,30,1,1,"Y","T"
"2664",59,54,0,1,1230,0,0,0,1,"Y","T"
"2665",32,78,5,0,805,0,50,1,1,"N","T"
"2666",39,67,3,0,1821,0,0,1,1,"N","T"
"2667",27,42,17,0,2702,33,44,0,1,"Y","T"
"2668",29,88,0,0,1006,0,50,0,1,"N","T"
"2669",36,62,2,0,6985,0,0,0,1,"N","T"
"2670",37,61,0,0,5842,0,30,0,1,"N","T"
"2671",48,64,4,0,5349,0,30,1,1,"Y","T"
"2672",44,87,1,0,3490,0,40,0,1,"N","T"
"2673",27,72,10,0,2218,0,13,1,1,"Y","V"
"2674",54,67,3,0,0,0,30,1,1,"Y","T"
"2675",50,67,3,0,6348,0,30,1,1,"N","V"
"2676",64,87,2,0,0,100,90,1,1,"Y","T"
"2677",41,63,3,1,7930,0,40,1,1,"Y","T"
"2678",58,67,3,0,14399,0,10,1,1,"Y","T"
"2679",51,67,3,0,9285,0,50,1,1,"N","V"
"2680",54,89,0,0,8128,0,20,0,1,"N","T"
"2681",86,87,1,0,19542,67,80,1,1,"Y","T"
"2682",62,42,17,1,6237,0,50,0,1,"Y","T"
"2683",50,87,1,0,838,0,50,0,1,"N","T"
"2684",77,87,2,0,0,67,80,1,1,"Y","T"
"2685",22,78,1,0,1551,0,0,0,1,"N","T"
"2686",67,97,0,0,9285,33,60,1,1,"N","V"
"2687",40,63,3,0,3199,0,33,1,1,"N","V"
"2688",83,63,1,0,19512,0,30,0,1,"Y","T"
"2689",53,88,0,0,7811,33,70,1,1,"Y","T"
"2690",38,23,11,0,1706,0,50,1,1,"Y","T"
"2691",54,67,3,0,10046,0,70,1,1,"N","T"
"2692",48,23,11,1,508,0,100,1,1,"Y","V"
"2693",77,23,11,0,0,100,90,1,1,"Y","T"
"2694",64,67,3,0,0,0,60,1,1,"N","V"
"2695",65,85,4,0,13760,100,80,1,1,"N","V"
"2696",63,61,0,0,1204,0,50,1,1,"Y","T"
"2697",73,92,4,0,0,100,90,1,1,"Y","T"
"2698",85,98,0,1,10046,0,50,0,1,"Y","T"
"2699",78,42,17,1,0,67,80,0,1,"Y","T"
"2700",27,85,4,0,2248,0,38,1,1,"Y","V"
"2701",35,37,4,1,6221,0,20,0,1,"N","V"
"2702",71,85,4,1,3746,0,20,1,1,"Y","T"
"2703",56,63,3,0,0,0,0,1,1,"N","T"
"2704",66,85,4,0,2798,0,11,1,1,"Y","T"
"2705",81,89,0,0,21034,33,60,0,1,"N","V"
"2706",52,89,0,0,5692,33,60,0,1,"N","T"
"2707",46,62,2,0,1343,0,0,0,1,"N","V"
"2708",54,78,5,0,7869,0,50,1,1,"Y","T"
"2709",27,87,1,0,330,0,0,0,1,"N","V"
"2710",64,85,4,0,7279,33,70,1,1,"N","T"
"2711",57,61,0,0,13668,0,50,1,1,"N","V"
"2712",69,89,0,0,1131,0,50,1,1,"N","T"
"2713",42,76,2,0,2191,0,25,0,1,"Y","T"
"2714",75,64,4,1,3408,0,22,1,1,"Y","V"
"2715",63,23,11,0,0,33,60,1,1,"Y","T"
"2716",70,88,2,0,0,67,80,1,1,"Y","T"
"2717",31,87,1,0,1247,0,0,0,1,"N","T"
"2718",25,89,0,0,1932,0,25,0,1,"N","V"
"2719",67,62,2,0,732,0,50,0,1,"N","T"
"2720",22,88,0,0,916,0,0,0,1,"Y","T"
"2721",25,58,1,0,1257,0,33,1,1,"Y","T"
"2722",39,87,1,1,5971,0,10,0,1,"N","T"
"2723",19,85,4,0,762,0,0,1,1,"N","T"
"2724",60,63,3,1,1985,0,60,1,1,"N","V"
"2725",28,85,4,0,3459,0,30,1,1,"N","T"
"2726",87,88,2,1,2190,33,25,1,1,"Y","T"
"2727",46,42,19,0,400,0,0,0,1,"Y","T"
"2728",47,89,0,0,1215,100,100,0,1,"N","V"
"2729",59,88,2,0,4961,0,40,0,1,"N","T"
"2730",59,58,1,0,0,67,80,0,1,"Y","T"
"2731",61,78,5,0,6008,0,30,1,1,"N","V"
"2732",32,62,2,0,602,0,0,0,1,"N","T"
"2733",67,53,2,0,1250,0,67,1,1,"N","V"
"2734",53,78,5,0,8077,0,50,1,1,"N","V"
"2735",77,58,1,0,0,67,70,1,1,"Y","V"
"2736",35,42,19,0,3459,0,50,0,1,"Y","T"
"2737",22,54,0,0,1044,0,50,0,1,"N","V"
"2738",66,64,4,0,11569,0,40,1,1,"Y","V"
"2739",55,87,2,0,6480,100,90,1,1,"Y","T"
"2740",43,42,19,0,1265,0,0,0,1,"Y","T"
"2741",40,72,10,0,7841,0,50,1,1,"N","T"
"2742",55,85,4,0,8184,0,30,1,1,"N","V"
"2743",49,64,4,0,6768,0,0,1,1,"N","T"
"2744",66,87,1,0,2797,67,78,0,1,"Y","T"
"2745",30,88,2,0,4451,0,0,1,1,"N","T"
"2746",23,76,2,0,746,0,0,0,1,"Y","V"
"2747",47,76,0,0,4948,0,40,0,1,"N","T"
"2748",67,63,1,0,5881,67,70,0,1,"Y","T"
"2749",88,62,2,0,21048,0,50,0,1,"N","V"
"2750",54,31,13,0,6909,0,10,0,1,"N","V"
"2751",49,85,4,0,2755,33,67,1,1,"N","T"
"2752",55,76,2,0,2689,67,67,0,1,"N","V"
"2753",51,46,1,1,7229,0,30,0,1,"Y","T"
"2754",28,37,4,1,3603,0,0,0,1,"Y","T"
"2755",74,53,2,0,638,0,50,1,1,"N","V"
"2756",79,61,0,1,0,0,0,0,1,"N","T"
"2757",63,85,4,0,0,33,70,1,1,"Y","T"
"2758",63,37,4,0,7090,33,70,0,1,"N","V"
"2759",85,87,0,1,18143,0,10,0,1,"Y","T"
"2760",71,61,0,0,3395,33,67,0,1,"N","T"
"2761",79,42,19,0,0,0,10,0,1,"Y","V"
"2762",60,89,0,0,7811,0,60,0,1,"N","T"
"2763",52,62,2,0,6845,0,50,0,1,"N","V"
"2764",74,54,0,0,13868,0,50,0,1,"Y","T"
"2765",20,89,0,0,508,0,100,0,1,"N","T"
"2766",69,87,2,0,0,0,50,1,1,"N","V"
"2767",44,63,3,1,3478,0,10,1,1,"N","T"
"2768",62,23,11,0,7826,0,20,1,1,"N","V"
"2769",27,88,0,0,2754,67,78,0,1,"N","T"
"2770",39,62,2,0,6600,0,40,0,1,"Y","V"
"2771",63,23,11,0,6798,0,0,1,1,"Y","V"
"2772",62,63,1,0,10989,0,50,0,1,"N","T"
"2773",68,68,0,1,7829,67,80,0,1,"Y","V"
"2774",25,85,4,0,1832,0,25,1,1,"N","V"
"2775",57,88,2,0,7810,0,50,1,1,"N","T"
"2776",31,83,1,0,4858,0,10,0,1,"N","T"
"2777",36,63,3,0,1743,0,25,1,1,"Y","V"
"2778",68,42,19,0,16620,33,60,0,1,"N","V"
"2779",27,76,2,0,2035,0,17,0,1,"Y","V"
"2780",25,23,11,0,1658,0,0,1,1,"N","T"
"2781",52,85,4,0,0,0,0,1,1,"N","T"
"2782",45,88,2,0,4402,33,70,1,1,"N","V"
"2783",56,63,1,0,7978,67,80,0,1,"Y","T"
"2784",51,88,2,0,8005,67,80,1,1,"Y","T"
"2785",67,42,19,0,0,0,60,0,1,"Y","T"
"2786",57,82,0,0,1131,0,0,0,1,"N","T"
"2787",29,88,2,0,3459,0,10,1,1,"N","V"
"2788",48,89,0,0,10929,0,50,0,1,"Y","T"
"2789",58,62,2,0,7974,0,40,0,1,"N","T"
"2790",51,54,0,0,6475,0,0,0,1,"N","T"
"2791",35,72,10,0,1022,0,50,1,1,"N","V"
"2792",76,89,0,0,0,33,60,0,1,"N","T"
"2793",39,64,4,0,7081,0,50,1,1,"N","T"
"2794",36,76,0,1,3793,0,50,0,1,"N","T"
"2795",59,87,1,0,10989,33,70,0,1,"N","V"
"2796",58,42,17,1,5600,0,50,0,1,"N","T"
"2797",69,78,5,0,16590,0,50,1,1,"Y","T"
"2798",25,88,0,0,2223,0,13,0,1,"N","V"
"2799",28,68,1,0,2002,0,40,0,1,"N","T"
"2800",67,88,0,0,10746,0,30,1,1,"N","T"
"2801",53,62,2,0,8546,0,50,0,1,"Y","T"
"2802",51,63,3,0,0,0,40,1,1,"N","V"
"2803",28,64,4,0,3504,33,60,1,1,"N","T"
"2804",42,62,2,0,361,0,0,0,1,"N","T"
"2805",54,42,17,0,8607,0,0,0,1,"N","V"
"2806",54,37,4,0,13121,0,40,0,1,"N","V"
"2807",71,62,2,0,3484,67,80,1,1,"N","T"
"2808",30,23,11,0,3485,0,40,1,1,"Y","T"
"2809",64,62,2,0,11295,0,50,0,1,"Y","V"
"2810",36,62,2,1,1663,0,25,0,1,"Y","T"
"2811",59,87,2,0,0,33,60,1,1,"N","T"
"2812",38,45,0,0,6929,0,50,0,1,"N","V"
"2813",42,83,1,0,2218,0,25,0,1,"Y","T"
"2814",54,63,3,0,825,0,50,1,1,"Y","V"
"2815",65,76,2,0,0,33,70,0,1,"N","T"
"2816",28,54,0,0,2241,0,0,0,1,"N","T"
"2817",54,78,1,1,5328,67,80,0,1,"Y","V"
"2818",56,64,4,1,3394,0,33,1,1,"N","T"
"2819",59,67,3,0,6612,0,40,1,1,"N","V"
"2820",59,88,0,0,7825,0,40,0,1,"N","T"
"2821",29,85,4,0,1992,0,40,1,1,"Y","T"
"2822",22,78,5,0,1327,0,50,1,1,"N","T"
"2823",52,31,13,0,4911,0,0,0,1,"N","T"
"2824",56,68,1,0,7865,0,0,0,1,"N","T"
"2825",24,58,1,0,648,0,50,1,1,"Y","T"
"2826",61,67,3,0,13668,0,50,1,1,"Y","V"
"2827",42,88,2,1,4459,33,60,1,1,"N","T"
"2828",25,54,0,1,1716,0,25,0,1,"Y","T"
"2829",52,78,1,0,10808,67,80,0,1,"N","T"
"2830",35,23,11,1,5801,0,20,1,1,"Y","T"
"2831",49,87,2,0,7809,0,50,1,1,"Y","T"
"2832",41,85,4,0,7168,0,10,1,1,"N","V"
"2833",18,78,5,0,414,0,0,1,1,"N","T"
"2834",46,63,3,0,4911,0,10,1,1,"N","T"
"2835",64,67,3,0,0,100,90,0,1,"Y","T"
"2836",24,85,4,0,1588,0,25,1,1,"Y","V"
"2837",55,58,1,0,0,0,50,1,1,"N","V"
"2838",21,23,11,0,1139,0,0,1,1,"N","V"
"2839",66,78,5,0,0,0,40,1,1,"Y","T"
"2840",52,87,2,1,0,67,80,0,1,"N","V"
"2841",93,42,17,0,2947,0,0,0,1,"N","T"
"2842",25,88,0,0,1202,0,0,0,1,"N","V"
"2843",58,31,13,0,2769,67,78,0,1,"Y","T"
"2844",24,64,4,0,950,0,0,1,1,"Y","V"
"2845",32,42,17,0,418,0,0,0,1,"N","V"
"2846",66,78,5,0,7891,33,70,1,1,"Y","V"
"2847",39,78,5,0,6609,67,80,1,1,"Y","V"
"2848",77,76,0,0,4302,0,10,0,1,"Y","T"
"2849",60,37,4,0,6546,0,20,0,1,"N","V"
"2850",23,54,0,0,210,0,0,0,1,"Y","T"
"2851",49,37,4,0,965,0,50,0,1,"Y","T"
"2852",54,58,1,0,2218,0,38,1,1,"N","T"
"2853",67,88,0,0,9315,0,40,1,1,"N","T"
"2854",22,61,0,0,1228,0,0,0,1,"N","T"
"2855",74,88,0,0,16620,67,70,0,1,"Y","T"
"2856",70,45,0,0,267,0,0,0,1,"Y","T"
"2857",42,62,2,0,7825,33,60,0,1,"N","T"
"2858",64,64,4,0,0,67,80,1,1,"N","T"
"2859",28,46,1,0,2273,0,25,0,1,"N","T"
"2860",60,72,10,0,8599,0,10,1,1,"N","V"
"2861",72,62,2,0,0,100,80,0,1,"N","T"
"2862",81,78,5,0,0,0,50,1,1,"N","V"
"2863",42,68,1,0,6564,0,0,0,1,"N","T"
"2864",48,83,1,0,6378,0,50,0,1,"N","V"
"2865",49,67,3,0,6570,0,0,1,1,"N","V"
"2866",38,64,4,0,1204,0,50,1,1,"N","V"
"2867",77,63,1,0,0,0,50,0,1,"N","T"
"2868",33,89,0,0,3255,0,0,0,1,"Y","T"
"2869",46,78,5,0,2975,0,22,1,1,"N","T"
"2870",67,78,5,0,0,33,70,1,1,"N","T"
"2871",60,87,2,0,8370,33,70,1,1,"Y","T"
"2872",33,23,11,1,4883,33,50,1,1,"Y","T"
"2873",55,97,0,0,0,0,40,1,1,"Y","T"
"2874",36,87,2,0,4661,33,60,1,1,"Y","T"
"2875",45,87,1,0,6382,0,30,0,1,"N","T"
"2876",28,67,3,0,2717,0,22,1,1,"N","V"
"2877",33,87,0,0,5333,0,50,0,1,"N","T"
"2878",43,61,0,0,1292,0,0,1,1,"N","V"
"2879",35,63,3,0,4910,0,30,1,1,"Y","T"
"2880",61,97,0,0,6475,0,40,0,1,"N","T"
"2881",52,88,0,0,0,0,40,1,1,"Y","T"
"2882",51,58,1,0,4324,0,0,1,1,"N","T"
"2883",25,88,2,0,2006,0,40,1,1,"N","T"
"2884",53,92,4,0,8509,67,90,1,1,"N","V"
"2885",26,87,1,1,1167,0,50,0,1,"Y","T"
"2886",21,64,4,0,755,0,50,1,1,"Y","T"
"2887",66,89,0,0,10929,33,50,0,1,"N","T"
"2888",57,61,0,0,956,0,50,0,1,"N","T"
"2889",33,63,3,0,5276,0,30,1,1,"N","T"
"2890",20,68,0,0,1140,0,0,0,1,"Y","T"
"2891",38,83,1,0,6551,33,50,0,1,"N","V"
"2892",54,67,3,1,0,33,60,1,1,"Y","T"
"2893",52,87,1,0,3667,0,60,0,1,"N","V"
"2894",65,65,2,0,0,0,40,0,1,"N","V"
"2895",44,64,4,0,7867,67,80,0,1,"N","T"
"2896",76,78,5,0,0,33,70,1,1,"N","V"
"2897",72,64,4,0,12299,33,60,1,1,"N","V"
"2898",70,58,1,0,0,0,50,1,1,"N","T"
"2899",54,23,11,0,6371,0,0,1,1,"Y","V"
"2900",58,78,5,0,11507,0,50,1,1,"Y","V"
"2901",50,58,1,0,938,0,50,1,1,"Y","T"
"2902",59,67,3,1,0,0,0,1,1,"Y","T"
"2903",52,63,3,0,5481,0,0,1,1,"N","V"
"2904",71,62,2,0,2220,33,38,0,1,"Y","T"
"2905",60,88,2,0,7864,0,60,1,1,"Y","V"
"2906",72,76,2,0,10746,100,90,0,1,"Y","V"
