customer_id,prior_quarter_spend,loyalty_enrolled,next_quarter_spend,age,region,tenure
696,522.12,1,682.72,42,West,0.0
697,457.73,0,571.01,32,North,4.9
698,516.25,1,672.33,49,North,3.7
699,430.87,0,531.9,21,West,2.7
700,496.23,0,584.61,41,South,0.4
701,506.52,1,675.58,28,South,0.3
702,410.36,0,535.03,52,North,0.1
703,467.32,0,632.2,54,North,2.6
704,426.88,0,544.14,27,North,5.3
705,412.67,0,554.35,29,East,1.1
706,597.99,1,736.77,43,North,0.3
707,464.47,0,536.13,31,East,1.4
708,561.97,1,634.36,34,West,0.9
709,450.93,0,524.79,35,South,0.9
710,536.3,1,709.66,15,North,1.9
711,552.05,1,664.67,34,South,2.5
712,519.13,1,738.22,28,South,0.2
713,494.32,0,579.66,30,North,0.1
714,482.37,0,594.96,49,North,10.3
715,469.77,0,628.13,22,West,0.5
716,585.91,1,761.73,43,East,0.1
717,566.12,1,751.52,32,East,0.4
718,593.01,1,742.05,32,South,0.1
719,424.86,0,585.64,42,North,1.0
720,546.17,1,695.48,38,West,3.2
721,587.67,1,725.95,40,West,0.8
722,436.25,0,545.21,44,West,1.2
723,413.3,0,523.43,31,West,2.3
724,548.22,1,678.83,28,West,1.4
725,514.89,1,653.83,24,East,4.0
726,568.37,1,677.42,26,East,4.0
727,427.95,0,577.66,64,East,0.0
728,559.05,1,714.09,47,North,3.0
729,440.33,0,566.85,21,South,1.2
730,432.73,0,603.96,21,West,9.0
731,432.85,0,525.46,39,North,1.3
732,562.91,1,681.94,40,West,8.7
733,533.04,1,648.32,40,East,2.8
734,504.61,1,596.77,32,North,0.6
735,471.77,0,580.58,33,East,1.5
736,575.44,1,691.61,38,West,9.7
737,478.49,0,632.5,35,West,3.9
738,563.32,1,706.92,12,South,0.2
739,487.83,0,561.97,32,West,2.5
740,475.39,0,640.86,26,East,0.8
741,492.54,0,632.15,36,West,0.0
742,460.28,0,593.63,64,South,1.0
743,549.52,1,672.92,38,South,0.5
744,500.54,1,621.54,31,East,3.4
745,446.44,0,556.7,44,North,0.8
746,579.91,1,730.61,39,West,3.5
747,476.78,0,642.6,39,South,0.0
748,508.71,1,701.52,41,West,0.7
749,581.29,1,684.11,55,West,0.6
750,524.85,1,631.32,23,North,0.5
751,423.38,0,558.25,39,South,0.1
752,587.97,1,649.73,25,West,0.4
753,525.54,1,675.02,40,South,1.6
754,466.98,0,575.76,25,East,0.7
755,427.85,0,542.73,30,East,1.1
756,558.81,1,637.44,32,West,0.9
757,524.01,1,679.82,44,South,4.2
758,506.69,1,638.03,44,West,4.7
759,578.78,1,662.17,22,South,1.4
760,557.72,1,598.46,35,South,0.8
761,430.33,0,557.38,27,North,0.2
762,462.34,0,630.57,22,North,6.1
763,449.7,0,619.66,32,North,0.1
764,548.79,1,665.56,31,West,0.7
765,406.71,0,525.96,59,North,0.7
766,513.98,1,672.45,39,North,0.8
767,552.49,1,651.54,21,East,0.4
768,575.35,1,704.27,29,South,3.1
769,468.42,0,604.03,45,South,0.3
770,564.25,1,725.36,55,North,2.0
771,422.13,0,550.27,19,South,0.3
772,569.29,1,685.46,16,East,0.1
773,425.5,0,528.96,53,East,4.8
774,479.46,0,562.87,38,North,0.4
775,559.46,1,678.88,26,East,3.4
776,429.98,0,569.01,40,South,1.6
777,445.85,0,594.92,8,West,0.2
778,544.45,1,652.57,35,South,6.2
779,544.01,1,721.19,38,West,0.6
780,528.23,1,658.8,44,North,3.9
781,538.79,1,672.63,24,West,0.4
782,508.54,1,632.71,35,East,3.8
783,450.36,0,497.49,25,South,0.0
784,469.14,0,608.0,37,West,1.4
785,436.32,0,583.9,26,South,2.9
786,581.69,1,690.57,30,North,5.5
787,516.68,1,662.02,25,North,4.8
788,480.17,0,603.58,41,East,3.4
789,492.4,0,548.56,43,North,4.4
790,589.46,1,687.8,32,West,0.4
791,430.67,0,582.23,35,North,0.7
792,517.25,1,622.72,20,East,0.7
793,501.18,1,659.51,32,South,0.9
794,522.29,1,622.68,34,South,1.0
795,403.62,0,556.17,61,North,1.6
796,574.42,1,693.59,23,West,0.3
797,586.42,1,653.4,49,East,2.4
798,513.03,1,692.76,44,West,0.4
799,539.33,1,651.56,37,East,0.7
800,584.5,1,676.39,52,North,1.4
801,541.45,1,680.89,38,East,3.2
802,430.51,0,592.76,38,East,2.7
803,515.26,1,628.68,34,North,2.1
804,521.34,1,664.66,47,West,0.3
805,484.83,0,603.76,45,North,1.6
806,547.29,1,699.17,28,East,0.2
807,586.87,1,707.42,21,North,0.9
808,585.11,1,690.06,32,East,1.1
809,490.17,0,569.27,26,North,0.1
810,422.65,0,556.17,34,South,0.6
811,596.97,1,676.02,47,South,6.2
812,567.78,1,603.03,30,North,6.1
813,424.93,0,568.06,34,West,0.9
814,584.17,1,727.62,35,East,0.1
815,573.98,1,623.5,43,South,0.4
816,503.77,1,621.97,12,West,1.0
817,518.26,1,679.53,28,East,5.9
818,479.8,0,649.61,37,South,0.3
819,410.95,0,547.2,47,South,2.9
820,467.04,0,558.38,30,North,0.2
821,560.57,1,680.86,16,East,8.0
822,400.93,0,581.8,41,West,1.0
823,466.7,0,560.64,28,West,3.0
824,479.63,0,563.8,23,West,0.8
825,507.48,1,640.01,28,East,2.0
826,583.97,1,671.78,33,West,0.4
827,469.27,0,585.24,28,West,0.3
828,469.39,0,630.37,12,West,5.6
829,547.5,1,688.19,43,North,5.0
830,490.44,0,586.7,47,North,4.4
831,444.92,0,558.2,41,East,2.0
832,490.49,0,547.4,23,East,3.3
833,428.17,0,583.4,32,West,0.1
834,435.28,0,558.83,34,North,0.8
835,499.67,0,594.39,40,South,0.8
836,483.79,0,686.06,41,South,2.0
837,582.97,1,708.74,27,West,0.9
838,472.48,0,560.93,35,West,0.3
839,516.12,1,646.88,39,North,1.8
840,526.45,1,700.33,49,North,3.4
841,402.62,0,544.97,42,North,1.0
842,532.71,1,626.48,42,East,0.3
843,435.61,0,588.94,35,East,0.4
844,592.21,1,685.28,49,West,0.5
845,429.73,0,614.04,39,East,0.7
846,482.92,0,622.16,26,North,2.1
847,417.07,0,536.82,49,North,1.8
848,599.37,1,748.06,41,East,2.4
849,500.44,1,652.3,30,South,0.9
850,519.08,1,687.03,30,West,3.5
851,413.42,0,562.59,37,South,0.5
852,549.99,1,654.6,39,West,1.3
853,441.98,0,545.88,36,South,3.2
854,579.61,1,728.67,38,East,0.4
855,441.03,0,554.57,51,West,0.2
856,438.14,0,550.77,45,West,4.3
857,407.31,0,515.73,36,West,0.8
858,494.41,0,609.36,44,North,2.3
859,512.97,1,719.66,24,North,0.1
860,413.14,0,515.86,38,South,2.3
861,555.11,1,683.79,53,East,0.8
862,490.66,0,636.76,32,North,0.1
863,504.88,1,650.54,26,West,1.9
864,488.15,0,606.46,28,North,0.6
865,480.15,0,556.22,24,East,1.0
866,511.93,1,670.01,27,North,0.2
867,431.05,0,553.01,31,West,0.3
868,436.39,0,591.4,20,South,0.7
869,572.36,1,729.04,35,West,0.2
870,589.22,1,781.22,44,East,4.8
871,474.66,0,602.19,25,South,0.0
872,454.15,0,582.26,50,North,1.3
873,528.8,1,673.11,40,North,0.3
874,481.75,0,578.45,45,North,0.7
875,405.08,0,553.2,28,South,5.2
876,431.23,0,549.88,43,West,0.4
877,543.19,1,680.97,24,South,6.8
878,531.78,1,708.6,43,South,0.5
879,405.42,0,513.06,36,East,2.7
880,444.39,0,600.83,40,South,1.6
881,446.21,0,607.24,23,North,4.3
882,534.38,1,667.09,26,West,1.6
883,403.94,0,478.71,40,West,1.5
884,420.82,0,534.26,25,West,0.4
885,559.98,1,724.9,39,North,0.4
886,435.71,0,560.74,21,North,5.0
887,530.55,1,638.35,43,North,0.8
888,447.64,0,553.44,22,North,0.9
889,419.89,0,577.15,40,North,2.9
890,448.63,0,585.58,41,South,0.8
891,544.45,1,669.5,28,North,6.1
892,571.14,1,681.68,40,North,2.7
893,566.04,1,677.87,37,North,1.8
894,479.44,0,559.99,29,North,4.3
895,533.62,1,718.63,24,West,0.1
896,441.0,0,554.93,15,North,0.6
897,458.63,0,611.69,38,South,1.3
898,579.27,1,743.2,19,South,0.5
899,402.6,0,571.51,35,South,2.7
900,417.1,0,537.31,32,East,5.0
901,441.58,0,577.06,41,West,1.1
902,405.31,0,542.46,31,North,0.8
903,436.29,0,534.66,31,East,6.5
904,516.61,1,669.7,42,North,1.2
905,484.28,0,555.2,38,East,1.3
906,578.53,1,732.75,38,East,0.9
907,563.49,1,674.15,39,South,4.8
908,468.36,0,587.05,19,South,1.7
909,451.88,0,579.63,42,East,2.9
910,475.94,0,577.8,41,South,3.3
911,518.06,1,678.44,24,East,0.8
912,453.61,0,557.92,32,West,1.1
913,524.83,1,691.04,34,South,3.8
914,481.88,0,548.75,33,South,0.9
915,510.41,1,660.04,38,South,3.2
916,487.23,0,650.5,49,West,5.7
917,458.89,0,545.33,45,East,2.0
918,589.69,1,683.48,21,North,2.7
919,552.72,1,697.05,41,South,3.3
920,428.02,0,562.2,48,East,3.7
921,573.69,1,704.74,38,West,1.0
922,497.49,0,613.17,45,North,0.1
923,578.91,1,716.39,55,South,1.0
924,559.97,1,719.27,45,West,2.2
925,485.04,0,603.32,37,West,1.2
926,404.49,0,535.46,45,North,2.8
927,453.74,0,592.42,36,East,0.9
928,508.33,1,711.99,35,South,2.0
929,526.7,1,662.04,31,South,0.4
930,451.58,0,541.71,50,East,2.8
931,427.87,0,589.94,26,East,1.6
932,566.99,1,686.58,50,East,0.5
933,596.88,1,642.95,39,North,0.7
934,505.14,1,678.51,21,North,2.8
935,434.34,0,544.54,38,South,1.3
936,454.46,0,569.96,13,North,0.5
937,403.68,0,552.17,41,West,6.8
938,582.86,1,705.43,43,South,2.5
939,423.55,0,575.41,29,North,6.3
940,515.3,1,646.12,36,East,1.1
941,454.81,0,588.28,54,West,1.3
942,510.84,1,648.71,29,East,4.6
943,530.28,1,690.33,24,South,1.5
944,565.95,1,708.03,49,East,2.5
945,441.28,0,536.71,54,North,0.6
946,402.2,0,573.9,35,North,1.2
947,427.38,0,540.35,45,South,0.3
948,580.0,1,722.24,48,East,0.5
949,574.78,1,705.89,27,South,0.0
950,519.48,1,716.84,30,East,0.1
951,520.1,1,655.36,47,West,7.6
952,533.01,1,659.32,51,North,0.6
953,435.07,0,560.46,40,South,2.2
954,582.88,1,690.63,26,West,3.7
955,483.75,0,614.25,54,West,1.6
956,476.63,0,537.49,29,South,0.3
957,503.78,1,620.66,31,South,2.6
958,409.39,0,513.6,38,West,1.8
959,433.26,0,588.46,50,East,2.6
960,547.61,1,729.88,43,West,2.9
961,416.56,0,546.8,39,South,7.4
962,520.63,1,657.31,39,West,1.7
963,449.07,0,571.54,35,East,0.8
964,477.86,0,621.57,40,North,2.1
965,457.74,0,546.82,9,North,0.1
966,471.13,0,589.83,32,West,4.6
967,543.81,1,705.54,37,East,0.3
968,459.42,0,590.69,23,North,0.8
969,513.28,1,663.66,38,West,3.4
970,495.21,0,627.16,32,West,1.8
971,532.73,1,588.54,52,East,1.0
972,587.37,1,722.76,50,South,1.3
973,546.51,1,658.29,30,West,3.9
974,442.99,0,510.87,33,South,0.8
975,406.24,0,559.08,34,South,4.1
976,452.45,0,612.68,30,North,0.2
977,519.02,1,657.29,36,South,3.0
978,410.29,0,574.76,27,East,3.8
979,499.27,0,647.93,23,North,0.4
980,519.37,1,701.07,41,North,1.1
981,466.85,0,629.31,41,North,0.4
982,554.18,1,704.77,26,West,2.5
983,421.32,0,555.05,43,West,1.5
984,415.03,0,500.96,28,South,2.0
985,545.64,1,670.0,37,North,0.4
986,499.1,0,574.16,43,North,0.5
987,537.68,1,737.74,34,East,0.1
988,486.97,0,586.9,39,South,0.8
989,449.28,0,573.26,29,East,1.6
990,563.82,1,704.84,33,South,3.9
991,559.88,1,687.24,32,South,2.2
992,538.94,1,724.22,27,West,1.1
993,454.43,0,553.98,33,West,6.1
994,518.05,1,666.67,19,East,2.5
995,472.19,0,561.04,30,South,5.3
996,418.32,0,511.39,32,North,1.5
997,583.46,1,681.72,32,West,0.6
998,427.36,0,555.31,32,North,0.1
999,590.05,1,691.15,34,East,2.6
1000,489.2,0,572.75,39,West,0.3
