"","user","variant","conversion"
"6637",6637,"control",0
"6638",6638,"control",0
"6639",6639,"control",0
"6640",6640,"control",0
"6641",6641,"control",0
"6642",6642,"control",0
"6643",6643,"control",0
"6644",6644,"control",0
"6645",6645,"control",1
"6646",6646,"control",0
"6647",6647,"control",0
"6648",6648,"control",0
"6649",6649,"control",0
"6650",6650,"control",0
"6651",6651,"control",0
"6652",6652,"control",0
"6653",6653,"control",0
"6654",6654,"control",0
"6655",6655,"control",0
"6656",6656,"control",0
"6657",6657,"control",0
"6658",6658,"control",0
"6659",6659,"control",1
"6660",6660,"control",0
"6661",6661,"control",0
"6662",6662,"control",0
"6663",6663,"control",0
"6664",6664,"control",0
"6665",6665,"control",0
"6666",6666,"control",0
"6667",6667,"control",0
"6668",6668,"control",0
"6669",6669,"control",0
"6670",6670,"control",0
"6671",6671,"control",0
"6672",6672,"control",0
"6673",6673,"control",0
"6674",6674,"control",0
"6675",6675,"control",0
"6676",6676,"control",0
"6677",6677,"control",0
"6678",6678,"control",0
"6679",6679,"control",0
"6680",6680,"control",0
"6681",6681,"control",0
"6682",6682,"control",0
"6683",6683,"control",0
"6684",6684,"control",0
"6685",6685,"control",0
"6686",6686,"control",1
"6687",6687,"control",0
"6688",6688,"control",0
"6689",6689,"control",0
"6690",6690,"control",0
"6691",6691,"control",0
"6692",6692,"control",0
"6693",6693,"control",0
"6694",6694,"control",0
"6695",6695,"control",0
"6696",6696,"control",0
"6697",6697,"control",0
"6698",6698,"control",0
"6699",6699,"control",0
"6700",6700,"control",0
"6701",6701,"control",0
"6702",6702,"control",0
"6703",6703,"control",0
"6704",6704,"control",0
"6705",6705,"control",0
"6706",6706,"control",0
"6707",6707,"control",0
"6708",6708,"control",0
"6709",6709,"control",0
"6710",6710,"control",0
"6711",6711,"control",0
"6712",6712,"control",0
"6713",6713,"control",0
"6714",6714,"control",0
"6715",6715,"control",0
"6716",6716,"control",0
"6717",6717,"control",0
"6718",6718,"control",0
"6719",6719,"control",0
"6720",6720,"control",0
"6721",6721,"control",0
"6722",6722,"control",0
"6723",6723,"control",0
"6724",6724,"control",0
"6725",6725,"control",0
"6726",6726,"control",0
"6727",6727,"control",0
"6728",6728,"control",0
"6729",6729,"control",0
"6730",6730,"control",0
"6731",6731,"control",0
"6732",6732,"control",0
"6733",6733,"control",0
"6734",6734,"control",0
"6735",6735,"control",0
"6736",6736,"control",0
"6737",6737,"control",0
"6738",6738,"control",1
"6739",6739,"control",0
"6740",6740,"control",0
"6741",6741,"control",0
"6742",6742,"control",0
"6743",6743,"control",0
"6744",6744,"control",0
"6745",6745,"control",0
"6746",6746,"control",0
"6747",6747,"control",0
"6748",6748,"control",0
"6749",6749,"control",0
"6750",6750,"control",0
"6751",6751,"control",0
"6752",6752,"control",0
"6753",6753,"control",0
"6754",6754,"control",0
"6755",6755,"control",0
"6756",6756,"control",1
"6757",6757,"control",0
"6758",6758,"control",0
"6759",6759,"control",0
"6760",6760,"control",0
"6761",6761,"control",0
"6762",6762,"control",0
"6763",6763,"control",0
"6764",6764,"control",0
"6765",6765,"control",0
"6766",6766,"control",0
"6767",6767,"control",0
"6768",6768,"control",0
"6769",6769,"control",0
"6770",6770,"control",0
"6771",6771,"control",1
"6772",6772,"control",0
"6773",6773,"control",0
"6774",6774,"control",0
"6775",6775,"control",1
"6776",6776,"control",0
"6777",6777,"control",0
"6778",6778,"control",0
"6779",6779,"control",0
"6780",6780,"control",0
"6781",6781,"control",0
"6782",6782,"control",0
"6783",6783,"control",0
"6784",6784,"control",0
"6785",6785,"control",0
"6786",6786,"control",0
"6787",6787,"control",0
"6788",6788,"control",0
"6789",6789,"control",0
"6790",6790,"control",0
"6791",6791,"control",0
"6792",6792,"control",0
"6793",6793,"control",0
"6794",6794,"control",0
"6795",6795,"control",0
"6796",6796,"control",0
"6797",6797,"control",0
"6798",6798,"control",0
"6799",6799,"control",0
"6800",6800,"control",0
"6801",6801,"control",0
"6802",6802,"control",0
"6803",6803,"control",0
"6804",6804,"control",0
"6805",6805,"control",0
"6806",6806,"control",0
"6807",6807,"control",0
"6808",6808,"control",0
"6809",6809,"control",0
"6810",6810,"control",0
"6811",6811,"control",0
"6812",6812,"control",0
"6813",6813,"control",0
"6814",6814,"control",0
"6815",6815,"control",0
"6816",6816,"control",0
"6817",6817,"control",0
"6818",6818,"control",0
"6819",6819,"control",0
"6820",6820,"control",0
"6821",6821,"control",0
"6822",6822,"control",0
"6823",6823,"control",0
"6824",6824,"control",0
"6825",6825,"control",0
"6826",6826,"control",0
"6827",6827,"control",0
"6828",6828,"control",0
"6829",6829,"control",0
"6830",6830,"control",0
"6831",6831,"control",1
"6832",6832,"control",0
"6833",6833,"control",0
"6834",6834,"control",0
"6835",6835,"control",0
"6836",6836,"control",0
"6837",6837,"control",0
"6838",6838,"control",0
"6839",6839,"control",0
"6840",6840,"control",0
"6841",6841,"control",0
"6842",6842,"control",1
"6843",6843,"control",0
"6844",6844,"control",0
"6845",6845,"control",0
"6846",6846,"control",0
"6847",6847,"control",0
"6848",6848,"control",0
"6849",6849,"control",0
"6850",6850,"control",0
"6851",6851,"control",0
"6852",6852,"control",0
"6853",6853,"control",0
"6854",6854,"control",0
"6855",6855,"control",0
"6856",6856,"control",0
"6857",6857,"control",0
"6858",6858,"control",0
"6859",6859,"control",0
"6860",6860,"control",0
"6861",6861,"control",1
"6862",6862,"control",0
"6863",6863,"control",0
"6864",6864,"control",0
"6865",6865,"control",0
"6866",6866,"control",0
"6867",6867,"control",0
"6868",6868,"control",0
"6869",6869,"control",0
"6870",6870,"control",0
"6871",6871,"control",0
"6872",6872,"control",0
"6873",6873,"control",1
"6874",6874,"control",0
"6875",6875,"control",0
"6876",6876,"control",0
"6877",6877,"control",0
"6878",6878,"control",0
"6879",6879,"control",0
"6880",6880,"control",0
"6881",6881,"control",0
"6882",6882,"control",0
"6883",6883,"control",0
"6884",6884,"control",0
"6885",6885,"control",0
"6886",6886,"control",0
"6887",6887,"control",0
"6888",6888,"control",0
"6889",6889,"control",0
"6890",6890,"control",0
"6891",6891,"control",0
"6892",6892,"control",0
"6893",6893,"control",0
"6894",6894,"control",0
"6895",6895,"control",0
"6896",6896,"control",0
"6897",6897,"control",0
"6898",6898,"control",0
"6899",6899,"control",0
"6900",6900,"control",0
"6901",6901,"control",0
"6902",6902,"control",0
"6903",6903,"control",0
"6904",6904,"control",0
"6905",6905,"control",0
"6906",6906,"control",0
"6907",6907,"control",0
"6908",6908,"control",0
"6909",6909,"control",0
"6910",6910,"control",0
"6911",6911,"control",0
"6912",6912,"control",0
"6913",6913,"control",0
"6914",6914,"control",0
"6915",6915,"control",0
"6916",6916,"control",0
"6917",6917,"control",0
"6918",6918,"control",0
"6919",6919,"control",0
"6920",6920,"control",0
"6921",6921,"control",0
"6922",6922,"control",0
"6923",6923,"control",0
"6924",6924,"control",0
"6925",6925,"control",1
"6926",6926,"control",0
"6927",6927,"control",0
"6928",6928,"control",1
"6929",6929,"control",0
"6930",6930,"control",0
"6931",6931,"control",0
"6932",6932,"control",0
"6933",6933,"control",0
"6934",6934,"control",0
"6935",6935,"control",0
"6936",6936,"control",0
"6937",6937,"control",0
"6938",6938,"control",0
"6939",6939,"control",0
"6940",6940,"control",0
"6941",6941,"control",0
"6942",6942,"control",0
"6943",6943,"control",0
"6944",6944,"control",0
"6945",6945,"control",0
"6946",6946,"control",0
"6947",6947,"control",0
"6948",6948,"control",0
"6949",6949,"control",0
"6950",6950,"control",0
"6951",6951,"control",0
"6952",6952,"control",0
"6953",6953,"control",0
"6954",6954,"control",0
"6955",6955,"control",0
"6956",6956,"control",0
"6957",6957,"control",0
"6958",6958,"control",0
"6959",6959,"control",0
"6960",6960,"control",0
"6961",6961,"control",0
"6962",6962,"control",0
"6963",6963,"control",0
"6964",6964,"control",0
"6965",6965,"control",0
"6966",6966,"control",0
"6967",6967,"control",0
"6968",6968,"control",0
"6969",6969,"control",0
"6970",6970,"control",1
"6971",6971,"control",0
"6972",6972,"control",0
"6973",6973,"control",0
"6974",6974,"control",0
"6975",6975,"control",0
"6976",6976,"control",0
"6977",6977,"control",0
"6978",6978,"control",0
"6979",6979,"control",0
"6980",6980,"control",0
"6981",6981,"control",0
"6982",6982,"control",0
"6983",6983,"control",0
"6984",6984,"control",0
"6985",6985,"control",0
"6986",6986,"control",0
"6987",6987,"control",0
"6988",6988,"control",0
"6989",6989,"control",0
"6990",6990,"control",0
"6991",6991,"control",0
"6992",6992,"control",0
"6993",6993,"control",0
"6994",6994,"control",0
"6995",6995,"control",0
"6996",6996,"control",0
"6997",6997,"control",0
"6998",6998,"control",0
"6999",6999,"control",0
"7000",7000,"control",0
"7001",7001,"control",0
"7002",7002,"control",0
"7003",7003,"control",0
"7004",7004,"control",1
"7005",7005,"control",0
"7006",7006,"control",0
"7007",7007,"control",0
"7008",7008,"control",0
"7009",7009,"control",0
"7010",7010,"control",0
"7011",7011,"control",0
"7012",7012,"control",0
"7013",7013,"control",0
"7014",7014,"control",0
"7015",7015,"control",0
"7016",7016,"control",0
"7017",7017,"control",0
"7018",7018,"control",0
"7019",7019,"control",0
"7020",7020,"control",0
"7021",7021,"control",0
"7022",7022,"control",0
"7023",7023,"control",0
"7024",7024,"control",0
"7025",7025,"control",0
"7026",7026,"control",0
"7027",7027,"control",0
"7028",7028,"control",0
"7029",7029,"control",0
"7030",7030,"control",0
"7031",7031,"control",0
"7032",7032,"control",0
"7033",7033,"control",0
"7034",7034,"control",0
"7035",7035,"control",0
"7036",7036,"control",0
"7037",7037,"control",0
"7038",7038,"control",0
"7039",7039,"control",0
"7040",7040,"control",0
"7041",7041,"control",0
"7042",7042,"control",0
"7043",7043,"control",0
"7044",7044,"control",0
"7045",7045,"control",0
"7046",7046,"control",0
"7047",7047,"control",0
"7048",7048,"control",0
"7049",7049,"control",0
"7050",7050,"control",0
"7051",7051,"control",0
"7052",7052,"control",0
"7053",7053,"control",0
"7054",7054,"control",0
"7055",7055,"control",0
"7056",7056,"control",0
"7057",7057,"control",0
"7058",7058,"control",0
"7059",7059,"control",0
"7060",7060,"control",0
"7061",7061,"control",0
"7062",7062,"control",0
"7063",7063,"control",0
"7064",7064,"control",0
"7065",7065,"control",0
"7066",7066,"control",0
"7067",7067,"control",0
"7068",7068,"control",0
"7069",7069,"control",0
"7070",7070,"control",0
"7071",7071,"control",0
"7072",7072,"control",0
"7073",7073,"control",0
"7074",7074,"control",0
"7075",7075,"control",0
"7076",7076,"control",0
"7077",7077,"control",0
"7078",7078,"control",0
"7079",7079,"control",0
"7080",7080,"control",0
"7081",7081,"control",0
"7082",7082,"control",0
"7083",7083,"control",0
"7084",7084,"control",0
"7085",7085,"control",0
"7086",7086,"control",0
"7087",7087,"control",0
"7088",7088,"control",0
"7089",7089,"control",0
"7090",7090,"control",0
"7091",7091,"control",0
"7092",7092,"control",0
"7093",7093,"control",0
"7094",7094,"control",0
"7095",7095,"control",0
"7096",7096,"control",0
"7097",7097,"control",1
"7098",7098,"control",0
"7099",7099,"control",0
"7100",7100,"control",0
"7101",7101,"control",0
"7102",7102,"control",0
"7103",7103,"control",0
"7104",7104,"control",0
"7105",7105,"control",0
"7106",7106,"control",0
"7107",7107,"control",0
"7108",7108,"control",0
"7109",7109,"control",0
"7110",7110,"control",0
"7111",7111,"control",0
"7112",7112,"control",0
"7113",7113,"control",0
"7114",7114,"control",0
"7115",7115,"control",0
"7116",7116,"control",0
"7117",7117,"control",0
"7118",7118,"control",0
"7119",7119,"control",0
"7120",7120,"control",0
"7121",7121,"control",0
"7122",7122,"control",0
"7123",7123,"control",0
"7124",7124,"control",0
"7125",7125,"control",0
"7126",7126,"control",0
"7127",7127,"control",0
"7128",7128,"control",0
"7129",7129,"control",0
"7130",7130,"control",0
"7131",7131,"control",0
"7132",7132,"control",0
"7133",7133,"control",0
"7134",7134,"control",0
"7135",7135,"control",0
"7136",7136,"control",0
"7137",7137,"control",0
"7138",7138,"control",0
"7139",7139,"control",0
"7140",7140,"control",0
"7141",7141,"control",0
"7142",7142,"control",0
"7143",7143,"control",0
"7144",7144,"control",0
"7145",7145,"control",0
"7146",7146,"control",0
"7147",7147,"control",0
"7148",7148,"control",0
"7149",7149,"control",0
"7150",7150,"control",0
"7151",7151,"control",0
"7152",7152,"control",0
"7153",7153,"control",0
"7154",7154,"control",0
"7155",7155,"control",0
"7156",7156,"control",0
"7157",7157,"control",0
"7158",7158,"control",0
"7159",7159,"control",0
"7160",7160,"control",0
"7161",7161,"control",0
"7162",7162,"control",0
"7163",7163,"control",0
"7164",7164,"control",0
"7165",7165,"control",0
"7166",7166,"control",0
"7167",7167,"control",0
"7168",7168,"control",0
"7169",7169,"control",0
"7170",7170,"control",0
"7171",7171,"control",0
"7172",7172,"control",0
"7173",7173,"control",0
"7174",7174,"control",0
"7175",7175,"control",0
"7176",7176,"control",1
"7177",7177,"control",0
"7178",7178,"control",0
"7179",7179,"control",0
"7180",7180,"control",0
"7181",7181,"control",0
"7182",7182,"control",0
"7183",7183,"control",0
"7184",7184,"control",0
"7185",7185,"control",0
"7186",7186,"control",0
"7187",7187,"control",0
"7188",7188,"control",0
"7189",7189,"control",0
"7190",7190,"control",0
"7191",7191,"control",0
"7192",7192,"control",0
"7193",7193,"control",0
"7194",7194,"control",0
"7195",7195,"control",0
"7196",7196,"control",0
"7197",7197,"control",0
"7198",7198,"control",0
"7199",7199,"control",0
"7200",7200,"control",0
"7201",7201,"control",0
"7202",7202,"control",0
"7203",7203,"control",0
"7204",7204,"control",0
"7205",7205,"control",0
"7206",7206,"control",0
"7207",7207,"control",1
"7208",7208,"control",0
"7209",7209,"control",0
"7210",7210,"control",0
"7211",7211,"control",0
"7212",7212,"control",0
"7213",7213,"control",0
"7214",7214,"control",0
"7215",7215,"control",0
"7216",7216,"control",0
"7217",7217,"control",0
"7218",7218,"control",0
"7219",7219,"control",0
"7220",7220,"control",0
"7221",7221,"control",0
"7222",7222,"control",0
"7223",7223,"control",0
"7224",7224,"control",0
"7225",7225,"control",0
"7226",7226,"control",0
"7227",7227,"control",0
"7228",7228,"control",0
"7229",7229,"control",0
"7230",7230,"control",0
"7231",7231,"control",0
"7232",7232,"control",0
"7233",7233,"control",0
"7234",7234,"control",0
"7235",7235,"control",0
"7236",7236,"control",0
"7237",7237,"control",0
"7238",7238,"control",0
"7239",7239,"control",0
"7240",7240,"control",0
"7241",7241,"control",0
"7242",7242,"control",0
"7243",7243,"control",0
"7244",7244,"control",0
"7245",7245,"control",0
"7246",7246,"control",0
"7247",7247,"control",0
"7248",7248,"control",0
"7249",7249,"control",0
"7250",7250,"control",0
"7251",7251,"control",0
"7252",7252,"control",0
"7253",7253,"control",0
"7254",7254,"control",0
"7255",7255,"control",0
"7256",7256,"control",0
"7257",7257,"control",0
"7258",7258,"control",0
"7259",7259,"control",0
"7260",7260,"control",0
"7261",7261,"control",0
"7262",7262,"control",0
"7263",7263,"control",0
"7264",7264,"control",0
"7265",7265,"control",0
"7266",7266,"control",0
"7267",7267,"control",0
"7268",7268,"control",0
"7269",7269,"control",0
"7270",7270,"control",0
"7271",7271,"control",0
"7272",7272,"control",0
"7273",7273,"control",0
"7274",7274,"control",0
"7275",7275,"control",0
"7276",7276,"control",0
"7277",7277,"control",0
"7278",7278,"control",0
"7279",7279,"control",0
"7280",7280,"control",0
"7281",7281,"control",0
"7282",7282,"control",0
"7283",7283,"control",0
"7284",7284,"control",0
"7285",7285,"control",0
"7286",7286,"control",0
"7287",7287,"control",0
"7288",7288,"control",0
"7289",7289,"control",0
"7290",7290,"control",0
"7291",7291,"control",0
"7292",7292,"control",0
"7293",7293,"control",0
"7294",7294,"control",0
"7295",7295,"control",0
"7296",7296,"control",0
"7297",7297,"control",0
"7298",7298,"control",0
"7299",7299,"control",0
"7300",7300,"control",1
"7301",7301,"control",0
"7302",7302,"control",0
"7303",7303,"control",0
"7304",7304,"control",0
"7305",7305,"control",0
"7306",7306,"control",0
"7307",7307,"control",0
"7308",7308,"control",0
"7309",7309,"control",0
"7310",7310,"control",1
"7311",7311,"control",0
"7312",7312,"control",0
"7313",7313,"control",0
"7314",7314,"control",0
"7315",7315,"control",0
"7316",7316,"control",0
"7317",7317,"control",0
"7318",7318,"control",0
"7319",7319,"control",0
"7320",7320,"control",0
"7321",7321,"control",0
"7322",7322,"control",0
"7323",7323,"control",0
"7324",7324,"control",0
"7325",7325,"control",0
"7326",7326,"control",0
"7327",7327,"control",0
"7328",7328,"control",0
"7329",7329,"control",0
"7330",7330,"control",0
"7331",7331,"control",0
"7332",7332,"control",0
"7333",7333,"control",1
"7334",7334,"control",0
"7335",7335,"control",0
"7336",7336,"control",0
"7337",7337,"control",0
"7338",7338,"control",0
"7339",7339,"control",0
"7340",7340,"control",0
"7341",7341,"control",0
"7342",7342,"control",0
"7343",7343,"control",0
"7344",7344,"control",0
"7345",7345,"control",0
"7346",7346,"control",0
"7347",7347,"control",0
"7348",7348,"control",0
"7349",7349,"control",0
"7350",7350,"control",0
"7351",7351,"control",0
"7352",7352,"control",0
"7353",7353,"control",0
"7354",7354,"control",0
"7355",7355,"control",0
"7356",7356,"control",0
"7357",7357,"control",0
"7358",7358,"control",0
"7359",7359,"control",0
"7360",7360,"control",0
"7361",7361,"control",0
"7362",7362,"control",0
"7363",7363,"control",0
"7364",7364,"control",0
"7365",7365,"control",0
"7366",7366,"control",0
"7367",7367,"control",0
"7368",7368,"control",0
"7369",7369,"control",0
"7370",7370,"control",0
"7371",7371,"control",0
"7372",7372,"control",1
"7373",7373,"control",0
"7374",7374,"control",0
"7375",7375,"control",0
"7376",7376,"control",0
"7377",7377,"control",0
"7378",7378,"control",0
"7379",7379,"control",0
"7380",7380,"control",1
"7381",7381,"control",0
"7382",7382,"control",1
"7383",7383,"control",0
"7384",7384,"control",0
"7385",7385,"control",0
"7386",7386,"control",0
"7387",7387,"control",0
"7388",7388,"control",0
"7389",7389,"control",0
"7390",7390,"control",0
"7391",7391,"control",0
"7392",7392,"control",0
"7393",7393,"control",0
"7394",7394,"control",0
"7395",7395,"control",0
"7396",7396,"control",0
"7397",7397,"control",0
"7398",7398,"control",0
"7399",7399,"control",0
"7400",7400,"control",0
"7401",7401,"control",1
"7402",7402,"control",1
"7403",7403,"control",0
"7404",7404,"control",0
"7405",7405,"control",0
"7406",7406,"control",1
"7407",7407,"control",0
"7408",7408,"control",0
"7409",7409,"control",0
"7410",7410,"control",0
"7411",7411,"control",0
"7412",7412,"control",0
"7413",7413,"control",0
"7414",7414,"control",0
"7415",7415,"control",0
"7416",7416,"control",0
"7417",7417,"control",0
"7418",7418,"control",0
"7419",7419,"control",0
"7420",7420,"control",0
"7421",7421,"control",0
"7422",7422,"control",0
"7423",7423,"control",1
"7424",7424,"control",0
"7425",7425,"control",0
"7426",7426,"control",0
"7427",7427,"control",0
"7428",7428,"control",0
"7429",7429,"control",0
"7430",7430,"control",0
"7431",7431,"control",0
"7432",7432,"control",0
"7433",7433,"control",0
"7434",7434,"control",0
"7435",7435,"control",0
"7436",7436,"control",0
"7437",7437,"control",1
"7438",7438,"control",0
"7439",7439,"control",0
"7440",7440,"control",0
"7441",7441,"control",0
"7442",7442,"control",0
"7443",7443,"control",0
"7444",7444,"control",0
"7445",7445,"control",1
"7446",7446,"control",0
"7447",7447,"control",0
"7448",7448,"control",0
"7449",7449,"control",0
"7450",7450,"control",0
"7451",7451,"control",0
"7452",7452,"control",0
"7453",7453,"control",0
"7454",7454,"control",0
"7455",7455,"control",0
"7456",7456,"control",0
"7457",7457,"control",1
"7458",7458,"control",0
"7459",7459,"control",0
"7460",7460,"control",0
"7461",7461,"control",0
"7462",7462,"control",0
"7463",7463,"control",0
"7464",7464,"control",0
"7465",7465,"control",0
"7466",7466,"control",0
"7467",7467,"control",0
"7468",7468,"control",0
"7469",7469,"control",0
"7470",7470,"control",0
"7471",7471,"control",0
"7472",7472,"control",0
"7473",7473,"control",0
"7474",7474,"control",0
"7475",7475,"control",0
"7476",7476,"control",0
"7477",7477,"control",0
"7478",7478,"control",0
"7479",7479,"control",0
"7480",7480,"control",1
"7481",7481,"control",0
"7482",7482,"control",0
"7483",7483,"control",0
"7484",7484,"control",0
"7485",7485,"control",0
"7486",7486,"control",1
"7487",7487,"control",0
"7488",7488,"control",1
"7489",7489,"control",0
"7490",7490,"control",0
"7491",7491,"control",0
"7492",7492,"control",0
"7493",7493,"control",0
"7494",7494,"control",0
"7495",7495,"control",0
"7496",7496,"control",0
"7497",7497,"control",0
"7498",7498,"control",0
"7499",7499,"control",0
"7500",7500,"control",0
"7501",7501,"control",0
"7502",7502,"control",0
"7503",7503,"control",0
"7504",7504,"control",0
"7505",7505,"control",0
"7506",7506,"control",0
"7507",7507,"control",0
"7508",7508,"control",0
"7509",7509,"control",0
"7510",7510,"control",0
"7511",7511,"control",0
"7512",7512,"control",0
"7513",7513,"control",0
"7514",7514,"control",0
"7515",7515,"control",0
"7516",7516,"control",0
"7517",7517,"control",0
"7518",7518,"control",0
"7519",7519,"control",0
"7520",7520,"control",0
"7521",7521,"control",0
"7522",7522,"control",0
"7523",7523,"control",0
"7524",7524,"control",0
"7525",7525,"control",1
"7526",7526,"control",0
"7527",7527,"control",0
"7528",7528,"control",0
"7529",7529,"control",0
"7530",7530,"control",0
"7531",7531,"control",0
"7532",7532,"control",0
"7533",7533,"control",1
"7534",7534,"control",0
"7535",7535,"control",0
"7536",7536,"control",0
"7537",7537,"control",0
"7538",7538,"control",0
"7539",7539,"control",0
"7540",7540,"control",0
"7541",7541,"control",0
"7542",7542,"control",0
"7543",7543,"control",0
"7544",7544,"control",0
"7545",7545,"control",0
"7546",7546,"control",0
"7547",7547,"control",0
"7548",7548,"control",0
"7549",7549,"control",0
"7550",7550,"control",0
"7551",7551,"control",0
"7552",7552,"control",0
"7553",7553,"control",0
"7554",7554,"control",1
"7555",7555,"control",0
"7556",7556,"control",0
"7557",7557,"control",0
"7558",7558,"control",0
"7559",7559,"control",0
"7560",7560,"control",0
"7561",7561,"control",0
"7562",7562,"control",0
"7563",7563,"control",0
"7564",7564,"control",0
"7565",7565,"control",0
"7566",7566,"control",0
"7567",7567,"control",0
"7568",7568,"control",1
"7569",7569,"control",0
"7570",7570,"control",0
"7571",7571,"control",0
"7572",7572,"control",0
"7573",7573,"control",0
"7574",7574,"control",0
"7575",7575,"control",0
"7576",7576,"control",0
"7577",7577,"control",0
"7578",7578,"control",0
"7579",7579,"control",0
"7580",7580,"control",0
"7581",7581,"control",1
"7582",7582,"control",1
"7583",7583,"control",0
"7584",7584,"control",1
"7585",7585,"control",0
"7586",7586,"control",0
"7587",7587,"control",0
"7588",7588,"control",1
"7589",7589,"control",0
"7590",7590,"control",0
"7591",7591,"control",0
"7592",7592,"control",0
"7593",7593,"control",0
"7594",7594,"control",0
"7595",7595,"control",0
"7596",7596,"control",0
"7597",7597,"control",0
"7598",7598,"control",1
"7599",7599,"control",0
"7600",7600,"control",0
"7601",7601,"control",0
"7602",7602,"control",0
"7603",7603,"control",0
"7604",7604,"control",0
"7605",7605,"control",0
"7606",7606,"control",0
"7607",7607,"control",0
"7608",7608,"control",0
"7609",7609,"control",0
"7610",7610,"control",0
"7611",7611,"control",0
"7612",7612,"control",0
"7613",7613,"control",0
"7614",7614,"control",0
"7615",7615,"control",0
"7616",7616,"control",0
"7617",7617,"control",0
"7618",7618,"control",0
"7619",7619,"control",0
"7620",7620,"control",1
"7621",7621,"control",0
"7622",7622,"control",0
"7623",7623,"control",0
"7624",7624,"control",0
"7625",7625,"control",0
"7626",7626,"control",0
"7627",7627,"control",0
"7628",7628,"control",0
"7629",7629,"control",0
"7630",7630,"control",0
"7631",7631,"control",0
"7632",7632,"control",0
"7633",7633,"control",0
"7634",7634,"control",0
"7635",7635,"control",0
"7636",7636,"control",0
"7637",7637,"control",0
"7638",7638,"control",0
"7639",7639,"control",0
"7640",7640,"control",0
"7641",7641,"control",0
"7642",7642,"control",0
"7643",7643,"control",0
"7644",7644,"control",0
"7645",7645,"control",0
"7646",7646,"control",0
"7647",7647,"control",1
"7648",7648,"control",1
"7649",7649,"control",0
"7650",7650,"control",0
"7651",7651,"control",0
"7652",7652,"control",0
"7653",7653,"control",0
"7654",7654,"control",0
"7655",7655,"control",0
"7656",7656,"control",0
"7657",7657,"control",0
"7658",7658,"control",0
"7659",7659,"control",0
"7660",7660,"control",0
"7661",7661,"control",0
"7662",7662,"control",0
"7663",7663,"control",0
"7664",7664,"control",0
"7665",7665,"control",0
"7666",7666,"control",0
"7667",7667,"control",0
"7668",7668,"control",0
"7669",7669,"control",0
"7670",7670,"control",0
"7671",7671,"control",0
"7672",7672,"control",1
"7673",7673,"control",0
"7674",7674,"control",0
"7675",7675,"control",0
"7676",7676,"control",0
"7677",7677,"control",0
"7678",7678,"control",0
"7679",7679,"control",0
"7680",7680,"control",0
"7681",7681,"control",0
"7682",7682,"control",1
"7683",7683,"control",0
"7684",7684,"control",0
"7685",7685,"control",0
"7686",7686,"control",0
"7687",7687,"control",0
"7688",7688,"control",0
"7689",7689,"control",0
"7690",7690,"control",0
"7691",7691,"control",0
"7692",7692,"control",0
"7693",7693,"control",0
"7694",7694,"control",0
"7695",7695,"control",0
"7696",7696,"control",0
"7697",7697,"control",0
"7698",7698,"control",0
"7699",7699,"control",0
"7700",7700,"control",0
"7701",7701,"control",0
"7702",7702,"control",0
"7703",7703,"control",0
"7704",7704,"control",0
"7705",7705,"control",0
"7706",7706,"control",0
"7707",7707,"control",0
"7708",7708,"control",0
"7709",7709,"control",0
"7710",7710,"control",0
"7711",7711,"control",0
"7712",7712,"control",0
"7713",7713,"control",0
"7714",7714,"control",0
"7715",7715,"control",0
"7716",7716,"control",0
"7717",7717,"control",0
"7718",7718,"control",0
"7719",7719,"control",0
"7720",7720,"control",0
"7721",7721,"control",0
"7722",7722,"control",0
"7723",7723,"control",0
"7724",7724,"control",0
"7725",7725,"control",0
"7726",7726,"control",0
"7727",7727,"control",0
"7728",7728,"control",0
"7729",7729,"control",0
"7730",7730,"control",0
"7731",7731,"control",0
"7732",7732,"control",0
"7733",7733,"control",0
"7734",7734,"control",0
"7735",7735,"control",0
"7736",7736,"control",0
"7737",7737,"control",0
"7738",7738,"control",0
"7739",7739,"control",0
"7740",7740,"control",0
"7741",7741,"control",1
"7742",7742,"control",0
"7743",7743,"control",0
"7744",7744,"control",0
"7745",7745,"control",0
"7746",7746,"control",0
"7747",7747,"control",0
"7748",7748,"control",0
"7749",7749,"control",0
"7750",7750,"control",0
"7751",7751,"control",0
"7752",7752,"control",0
"7753",7753,"control",0
"7754",7754,"control",0
"7755",7755,"control",0
"7756",7756,"control",0
"7757",7757,"control",0
"7758",7758,"control",0
"7759",7759,"control",0
"7760",7760,"control",0
"7761",7761,"control",0
"7762",7762,"control",0
"7763",7763,"control",1
"7764",7764,"control",0
"7765",7765,"control",0
"7766",7766,"control",0
"7767",7767,"control",0
"7768",7768,"control",0
"7769",7769,"control",0
"7770",7770,"control",0
"7771",7771,"control",0
"7772",7772,"control",0
"7773",7773,"control",0
"7774",7774,"control",0
"7775",7775,"control",0
"7776",7776,"control",0
"7777",7777,"control",0
"7778",7778,"control",0
"7779",7779,"control",1
"7780",7780,"control",0
"7781",7781,"control",0
"7782",7782,"control",0
"7783",7783,"control",0
"7784",7784,"control",0
"7785",7785,"control",0
"7786",7786,"control",0
"7787",7787,"control",1
"7788",7788,"control",0
"7789",7789,"control",0
"7790",7790,"control",0
"7791",7791,"control",0
"7792",7792,"control",0
"7793",7793,"control",0
"7794",7794,"control",0
"7795",7795,"control",0
"7796",7796,"control",1
"7797",7797,"control",0
"7798",7798,"control",0
"7799",7799,"control",0
"7800",7800,"control",0
"7801",7801,"control",0
