"user","variant","conversion"
14497,"control",0
14498,"control",0
14499,"control",0
14500,"control",0
14501,"control",0
14502,"control",0
14503,"control",0
14504,"control",0
14505,"control",0
14506,"control",0
14507,"control",0
14508,"control",1
14509,"control",0
14510,"control",0
14511,"control",0
14512,"control",0
14513,"control",0
14514,"control",0
14515,"control",0
14516,"control",0
14517,"control",0
14518,"control",0
14519,"control",0
14520,"control",0
14521,"control",0
14522,"control",0
14523,"control",0
14524,"control",0
14525,"control",0
14526,"control",0
14527,"control",0
14528,"control",0
14529,"control",0
14530,"control",0
14531,"control",0
14532,"control",0
14533,"control",0
14534,"control",0
14535,"control",0
14536,"control",0
14537,"control",0
14538,"control",1
14539,"control",0
14540,"control",0
14541,"control",0
14542,"control",0
14543,"control",0
14544,"control",0
14545,"control",0
14546,"control",0
14547,"control",0
14548,"control",0
14549,"control",0
14550,"control",0
14551,"control",0
14552,"control",0
14553,"control",0
14554,"control",0
14555,"control",0
14556,"control",0
14557,"control",0
14558,"control",0
14559,"control",0
14560,"control",0
14561,"control",0
14562,"control",0
14563,"control",1
14564,"control",0
14565,"control",0
14566,"control",0
14567,"control",0
14568,"control",0
14569,"control",0
14570,"control",0
14571,"control",0
14572,"control",0
14573,"control",0
14574,"control",0
14575,"control",0
14576,"control",0
14577,"control",0
14578,"control",0
14579,"control",0
14580,"control",0
14581,"control",0
14582,"control",0
14583,"control",0
14584,"control",0
14585,"control",0
14586,"control",0
14587,"control",0
14588,"control",0
14589,"control",0
14590,"control",0
14591,"control",0
14592,"control",0
14593,"control",0
14594,"control",0
14595,"control",0
14596,"control",0
14597,"control",0
14598,"control",0
14599,"control",0
14600,"control",0
14601,"control",0
14602,"control",0
14603,"control",0
14604,"control",0
14605,"control",0
14606,"control",0
14607,"control",1
14608,"control",0
14609,"control",0
14610,"control",0
14611,"control",0
14612,"control",0
14613,"control",0
14614,"control",0
14615,"control",0
14616,"control",0
14617,"control",0
14618,"control",0
14619,"control",0
14620,"control",0
14621,"control",0
14622,"control",0
14623,"control",0
14624,"control",0
14625,"control",0
14626,"control",0
14627,"control",0
14628,"control",0
14629,"control",0
14630,"control",0
14631,"control",0
14632,"control",0
14633,"control",0
14634,"control",0
14635,"control",0
14636,"control",0
14637,"control",0
14638,"control",0
14639,"control",0
14640,"control",0
14641,"control",0
14642,"control",0
14643,"control",0
14644,"control",0
14645,"control",0
14646,"control",0
14647,"control",0
14648,"control",0
14649,"control",0
14650,"control",0
14651,"control",0
14652,"control",0
14653,"control",0
14654,"control",0
14655,"control",0
14656,"control",0
14657,"control",0
14658,"control",0
14659,"control",0
14660,"control",0
14661,"control",0
14662,"control",0
14663,"control",0
14664,"control",0
14665,"control",0
14666,"control",0
14667,"control",0
14668,"control",0
14669,"control",0
14670,"control",0
14671,"control",0
14672,"control",0
14673,"control",1
14674,"control",0
14675,"control",0
14676,"control",0
14677,"control",0
14678,"control",0
14679,"control",0
14680,"control",0
14681,"control",1
14682,"control",0
14683,"control",0
14684,"control",0
14685,"control",1
14686,"control",0
14687,"control",0
14688,"control",0
14689,"control",0
14690,"control",0
14691,"control",0
14692,"control",0
14693,"control",0
14694,"control",0
14695,"control",0
14696,"control",0
14697,"control",0
14698,"control",0
14699,"control",0
14700,"control",0
14701,"control",0
14702,"control",0
14703,"control",0
14704,"control",0
14705,"control",0
14706,"control",0
14707,"control",0
14708,"control",0
14709,"control",0
14710,"control",0
14711,"control",0
14712,"control",0
14713,"control",0
14714,"control",0
14715,"control",0
14716,"control",0
14717,"control",0
14718,"control",0
14719,"control",0
14720,"control",0
14721,"control",0
14722,"control",0
14723,"control",0
14724,"control",0
14725,"control",0
14726,"control",0
14727,"control",0
14728,"control",0
14729,"control",0
14730,"control",1
14731,"control",0
14732,"control",0
14733,"control",0
14734,"control",0
14735,"control",0
14736,"control",0
14737,"control",0
14738,"control",0
14739,"control",0
14740,"control",0
14741,"control",0
14742,"control",0
14743,"control",0
14744,"control",0
14745,"control",0
14746,"control",0
14747,"control",1
14748,"control",0
14749,"control",0
14750,"control",0
14751,"control",0
14752,"control",0
14753,"control",0
14754,"control",0
14755,"control",0
14756,"control",0
14757,"control",0
14758,"control",1
14759,"control",0
14760,"control",0
14761,"control",0
14762,"control",0
14763,"control",0
14764,"control",0
14765,"control",0
14766,"control",0
14767,"control",0
14768,"control",0
14769,"control",0
14770,"control",0
14771,"control",0
14772,"control",0
14773,"control",0
14774,"control",0
14775,"control",0
14776,"control",0
14777,"control",0
14778,"control",0
14779,"control",0
14780,"control",0
14781,"control",0
14782,"control",0
14783,"control",0
14784,"control",0
14785,"control",0
14786,"control",0
14787,"control",0
14788,"control",0
14789,"control",0
14790,"control",0
14791,"control",0
14792,"control",0
14793,"control",0
14794,"control",0
14795,"control",0
14796,"control",1
14797,"control",0
14798,"control",0
14799,"control",0
14800,"control",0
14801,"control",0
14802,"control",0
14803,"control",0
14804,"control",0
14805,"control",0
14806,"control",0
14807,"control",0
14808,"control",0
14809,"control",0
14810,"control",0
14811,"control",0
14812,"control",0
14813,"control",0
14814,"control",0
14815,"control",0
14816,"control",0
14817,"control",0
14818,"control",0
14819,"control",0
14820,"control",0
14821,"control",1
14822,"control",0
14823,"control",0
14824,"control",0
14825,"control",0
14826,"control",0
14827,"control",0
14828,"control",0
14829,"control",0
14830,"control",0
14831,"control",0
14832,"control",0
14833,"control",1
14834,"control",0
14835,"control",0
14836,"control",0
14837,"control",0
14838,"control",0
14839,"control",0
14840,"control",0
14841,"control",0
14842,"control",0
14843,"control",0
14844,"control",0
14845,"control",0
14846,"control",0
14847,"control",0
14848,"control",0
14849,"control",0
14850,"control",0
14851,"control",0
14852,"control",0
14853,"control",0
14854,"control",0
14855,"control",0
14856,"control",0
14857,"control",0
14858,"control",0
14859,"control",0
14860,"control",0
14861,"control",0
14862,"control",0
14863,"control",0
14864,"control",0
14865,"control",0
14866,"control",0
14867,"control",0
14868,"control",0
14869,"control",0
14870,"control",0
14871,"control",0
14872,"control",0
14873,"control",0
14874,"control",0
14875,"control",0
14876,"control",0
14877,"control",0
14878,"control",0
14879,"control",0
14880,"control",1
14881,"control",0
14882,"control",0
14883,"control",0
14884,"control",0
14885,"control",0
14886,"control",0
14887,"control",0
14888,"control",0
14889,"control",0
14890,"control",0
14891,"control",0
14892,"control",0
14893,"control",0
14894,"control",0
14895,"control",0
14896,"control",0
14897,"control",0
14898,"control",0
14899,"control",0
14900,"control",0
14901,"control",0
14902,"control",0
14903,"control",0
14904,"control",0
14905,"control",0
14906,"control",0
14907,"control",0
14908,"control",0
14909,"control",0
14910,"control",0
14911,"control",0
14912,"control",0
14913,"control",0
14914,"control",0
14915,"control",0
14916,"control",0
14917,"control",0
14918,"control",0
14919,"control",0
14920,"control",0
14921,"control",0
14922,"control",1
14923,"control",0
14924,"control",0
14925,"control",0
14926,"control",0
14927,"control",0
14928,"control",0
14929,"control",0
14930,"control",0
14931,"control",0
14932,"control",0
14933,"control",0
14934,"control",0
14935,"control",0
14936,"control",0
14937,"control",0
14938,"control",1
14939,"control",0
14940,"control",0
14941,"control",0
14942,"control",0
14943,"control",0
14944,"control",0
14945,"control",0
14946,"control",0
14947,"control",0
14948,"control",0
14949,"control",1
14950,"control",0
14951,"control",0
14952,"control",0
14953,"control",0
14954,"control",0
14955,"control",0
14956,"control",0
14957,"control",0
14958,"control",0
14959,"control",0
14960,"control",0
14961,"control",0
14962,"control",0
14963,"control",0
14964,"control",0
14965,"control",0
14966,"control",0
14967,"control",0
14968,"control",0
14969,"control",0
14970,"control",0
14971,"control",0
14972,"control",0
14973,"control",0
14974,"control",0
14975,"control",0
14976,"control",0
14977,"control",0
14978,"control",0
14979,"control",0
14980,"control",0
14981,"control",0
14982,"control",0
14983,"control",1
14984,"control",0
14985,"control",0
14986,"control",0
14987,"control",0
14988,"control",0
14989,"control",0
14990,"control",1
14991,"control",0
14992,"control",0
14993,"control",0
14994,"control",0
14995,"control",0
14996,"control",0
14997,"control",0
14998,"control",0
14999,"control",0
15000,"control",0
15001,"control",0
15002,"control",0
15003,"control",1
15004,"control",0
15005,"control",0
15006,"control",0
15007,"control",0
15008,"control",0
15009,"control",0
15010,"control",0
15011,"control",0
15012,"control",0
15013,"control",0
15014,"control",0
15015,"control",0
15016,"control",0
15017,"control",1
15018,"control",0
15019,"control",0
15020,"control",0
15021,"control",0
15022,"control",0
15023,"control",0
15024,"control",0
15025,"control",0
15026,"control",0
15027,"control",0
15028,"control",0
15029,"control",0
15030,"control",0
15031,"control",0
15032,"control",0
15033,"control",0
15034,"control",0
15035,"control",0
15036,"control",0
15037,"control",0
15038,"control",0
15039,"control",0
15040,"control",0
15041,"control",0
15042,"control",0
15043,"control",0
15044,"control",0
15045,"control",1
15046,"control",0
15047,"control",0
15048,"control",0
15049,"control",0
15050,"control",0
15051,"control",0
15052,"control",0
15053,"control",0
15054,"control",0
15055,"control",0
15056,"control",1
15057,"control",0
15058,"control",0
15059,"control",0
15060,"control",0
15061,"control",0
15062,"control",0
15063,"control",0
15064,"control",0
15065,"control",0
15066,"control",0
15067,"control",0
15068,"control",0
15069,"control",0
15070,"control",0
15071,"control",0
15072,"control",0
15073,"control",0
15074,"control",0
15075,"control",0
15076,"control",0
15077,"control",0
15078,"control",0
15079,"control",0
15080,"control",0
15081,"control",0
15082,"control",0
15083,"control",0
15084,"control",0
15085,"control",0
15086,"control",0
15087,"control",0
15088,"control",0
15089,"control",1
15090,"control",0
15091,"control",0
15092,"control",0
15093,"control",0
15094,"control",0
15095,"control",0
15096,"control",0
15097,"control",1
15098,"control",0
15099,"control",0
15100,"control",0
15101,"control",0
15102,"control",0
15103,"control",0
15104,"control",0
15105,"control",1
15106,"control",0
15107,"control",0
15108,"control",0
15109,"control",0
15110,"control",0
15111,"control",0
15112,"control",0
15113,"control",0
15114,"control",0
15115,"control",0
15116,"control",0
15117,"control",0
15118,"control",0
15119,"control",0
15120,"control",0
15121,"control",0
15122,"control",0
15123,"control",1
15124,"control",0
15125,"control",0
15126,"control",0
15127,"control",0
15128,"control",0
15129,"control",0
15130,"control",0
15131,"control",0
15132,"control",0
15133,"control",0
15134,"control",0
15135,"control",0
15136,"control",0
15137,"control",0
15138,"control",0
15139,"control",0
15140,"control",0
15141,"control",0
15142,"control",0
15143,"control",0
15144,"control",0
15145,"control",0
15146,"control",0
15147,"control",0
15148,"control",0
15149,"control",0
15150,"control",0
15151,"control",0
15152,"control",0
15153,"control",0
15154,"control",0
15155,"control",0
15156,"control",0
15157,"control",0
15158,"control",0
15159,"control",0
15160,"control",0
15161,"control",0
15162,"control",0
15163,"control",0
15164,"control",0
15165,"control",0
15166,"control",0
15167,"control",0
15168,"control",0
15169,"control",0
15170,"control",0
15171,"control",0
15172,"control",0
15173,"control",0
15174,"control",0
15175,"control",0
15176,"control",0
15177,"control",0
15178,"control",0
15179,"control",0
15180,"control",0
15181,"control",0
15182,"control",0
15183,"control",0
15184,"control",0
15185,"control",0
15186,"control",0
15187,"control",1
15188,"control",0
15189,"control",0
15190,"control",0
15191,"control",0
15192,"control",0
15193,"control",0
15194,"control",0
15195,"control",0
15196,"control",0
15197,"control",0
15198,"control",0
15199,"control",0
15200,"control",0
15201,"control",0
15202,"control",0
15203,"control",0
15204,"control",0
15205,"control",0
15206,"control",0
15207,"control",0
15208,"control",0
15209,"control",0
15210,"control",0
15211,"control",0
15212,"control",0
15213,"control",0
15214,"control",0
15215,"control",0
15216,"control",0
15217,"control",0
15218,"control",0
15219,"control",0
15220,"control",0
15221,"control",0
15222,"control",0
15223,"control",0
15224,"control",0
15225,"control",0
15226,"control",0
15227,"control",0
15228,"control",0
15229,"control",0
15230,"control",0
15231,"control",0
15232,"control",0
15233,"control",0
15234,"control",0
15235,"control",0
15236,"control",0
15237,"control",0
15238,"control",0
15239,"control",0
15240,"control",0
15241,"control",0
15242,"control",0
15243,"control",1
15244,"control",0
15245,"control",0
15246,"control",0
15247,"control",0
15248,"control",0
15249,"control",0
15250,"control",0
15251,"control",0
15252,"control",0
15253,"control",1
15254,"control",0
15255,"control",0
15256,"control",1
15257,"control",0
15258,"control",0
15259,"control",0
15260,"control",0
15261,"control",0
15262,"control",0
15263,"control",0
15264,"control",0
15265,"control",0
15266,"control",0
15267,"control",0
15268,"control",0
15269,"control",0
15270,"control",0
15271,"control",0
15272,"control",0
15273,"control",0
15274,"control",0
15275,"control",1
15276,"control",0
15277,"control",0
15278,"control",0
15279,"control",0
15280,"control",0
15281,"control",0
15282,"control",0
15283,"control",0
15284,"control",1
15285,"control",0
15286,"control",0
15287,"control",0
15288,"control",0
15289,"control",0
15290,"control",0
15291,"control",0
15292,"control",0
15293,"control",0
15294,"control",0
15295,"control",0
15296,"control",0
15297,"control",0
15298,"control",0
15299,"control",0
15300,"control",0
15301,"control",0
15302,"control",0
15303,"control",0
15304,"control",0
15305,"control",0
15306,"control",0
15307,"control",0
15308,"control",0
15309,"control",0
15310,"control",0
15311,"control",0
15312,"control",0
15313,"control",0
15314,"control",0
15315,"control",0
15316,"control",0
15317,"control",0
15318,"control",0
15319,"control",0
15320,"control",0
15321,"control",0
15322,"control",0
15323,"control",0
15324,"control",0
15325,"control",0
15326,"control",0
15327,"control",0
15328,"control",0
15329,"control",0
15330,"control",0
15331,"control",0
15332,"control",0
15333,"control",0
15334,"control",0
15335,"control",1
15336,"control",0
15337,"control",0
15338,"control",0
15339,"control",0
15340,"control",0
15341,"control",0
15342,"control",0
15343,"control",0
15344,"control",0
15345,"control",0
15346,"control",0
15347,"control",0
15348,"control",0
15349,"control",0
15350,"control",0
15351,"control",0
15352,"control",0
15353,"control",0
15354,"control",0
15355,"control",0
15356,"control",0
15357,"control",0
15358,"control",0
15359,"control",0
15360,"control",0
15361,"control",0
15362,"control",0
15363,"control",0
15364,"control",0
15365,"control",0
15366,"control",0
15367,"control",0
15368,"control",0
15369,"control",0
15370,"control",0
15371,"control",0
15372,"control",0
15373,"control",0
15374,"control",0
15375,"control",0
15376,"control",0
15377,"control",0
15378,"control",0
15379,"control",0
15380,"control",0
15381,"control",0
15382,"control",0
15383,"control",0
15384,"control",0
15385,"control",0
15386,"control",0
15387,"control",0
15388,"control",0
15389,"control",0
15390,"control",0
15391,"control",1
15392,"control",0
15393,"control",0
15394,"control",0
15395,"control",0
15396,"control",0
15397,"control",0
15398,"control",0
15399,"control",0
15400,"control",0
15401,"control",0
15402,"control",0
15403,"control",0
15404,"control",0
15405,"control",0
15406,"control",0
15407,"control",0
15408,"control",0
15409,"control",0
15410,"control",0
15411,"control",0
15412,"control",0
15413,"control",0
15414,"control",0
15415,"control",0
15416,"control",0
15417,"control",0
15418,"control",1
15419,"control",0
15420,"control",0
15421,"control",0
15422,"control",0
15423,"control",0
15424,"control",0
15425,"control",0
15426,"control",0
15427,"control",0
15428,"control",0
15429,"control",0
15430,"control",0
15431,"control",0
15432,"control",0
15433,"control",0
15434,"control",0
15435,"control",0
15436,"control",0
15437,"control",0
15438,"control",0
15439,"control",0
15440,"control",0
15441,"control",0
15442,"control",0
15443,"control",0
15444,"control",0
15445,"control",0
15446,"control",0
15447,"control",0
15448,"control",0
15449,"control",0
15450,"control",0
15451,"control",0
15452,"control",0
15453,"control",0
15454,"control",0
15455,"control",0
15456,"control",0
15457,"control",0
15458,"control",1
15459,"control",0
15460,"control",0
15461,"control",0
15462,"control",0
15463,"control",0
15464,"control",0
15465,"control",0
15466,"control",0
15467,"control",0
15468,"control",0
15469,"control",0
15470,"control",0
15471,"control",0
15472,"control",0
15473,"control",0
15474,"control",0
15475,"control",0
15476,"control",0
15477,"control",0
15478,"control",0
15479,"control",1
15480,"control",1
15481,"control",0
15482,"control",0
15483,"control",0
15484,"control",0
15485,"control",0
15486,"control",0
15487,"control",0
15488,"control",0
15489,"control",0
15490,"control",0
15491,"control",0
15492,"control",0
15493,"control",0
15494,"control",0
15495,"control",0
15496,"control",0
15497,"control",0
15498,"control",0
15499,"control",0
15500,"control",1
15501,"control",0
15502,"control",0
15503,"control",0
15504,"control",0
15505,"control",1
15506,"control",1
15507,"control",0
15508,"control",0
15509,"control",0
15510,"control",0
15511,"control",0
15512,"control",1
15513,"control",0
15514,"control",0
15515,"control",0
15516,"control",1
15517,"control",1
15518,"control",0
15519,"control",0
15520,"control",0
15521,"control",0
15522,"control",0
15523,"control",0
15524,"control",0
15525,"control",0
15526,"control",0
15527,"control",0
15528,"control",1
15529,"control",0
15530,"control",0
15531,"control",0
15532,"control",0
15533,"control",0
15534,"control",0
15535,"control",0
15536,"control",0
15537,"control",0
15538,"control",0
15539,"control",0
15540,"control",0
15541,"control",0
15542,"control",0
15543,"control",0
15544,"control",0
15545,"control",0
15546,"control",0
15547,"control",0
15548,"control",0
15549,"control",0
15550,"control",0
15551,"control",0
15552,"control",0
15553,"control",0
15554,"control",0
15555,"control",0
15556,"control",0
15557,"control",0
15558,"control",0
15559,"control",0
15560,"control",0
15561,"control",0
15562,"control",0
15563,"control",0
15564,"control",0
15565,"control",0
15566,"control",0
15567,"control",0
15568,"control",0
15569,"control",0
15570,"control",0
15571,"control",1
15572,"control",0
15573,"control",0
15574,"control",0
15575,"control",0
15576,"control",0
15577,"control",0
15578,"control",0
15579,"control",0
15580,"control",0
15581,"control",0
15582,"control",0
15583,"control",0
15584,"control",1
15585,"control",0
15586,"control",0
15587,"control",0
15588,"control",0
15589,"control",0
15590,"control",0
15591,"control",0
15592,"control",0
15593,"control",0
15594,"control",0
15595,"control",0
15596,"control",0
15597,"control",0
15598,"control",0
15599,"control",0
15600,"control",0
15601,"control",0
15602,"control",0
15603,"control",0
15604,"control",0
15605,"control",0
15606,"control",1
15607,"control",0
15608,"control",0
15609,"control",0
15610,"control",1
15611,"control",0
15612,"control",0
15613,"control",0
15614,"control",0
15615,"control",0
15616,"control",0
15617,"control",0
15618,"control",0
15619,"control",0
15620,"control",0
15621,"control",0
15622,"control",0
15623,"control",0
15624,"control",0
15625,"control",0
15626,"control",0
15627,"control",1
15628,"control",0
15629,"control",0
15630,"control",0
15631,"control",0
15632,"control",0
15633,"control",0
15634,"control",0
15635,"control",0
15636,"control",0
15637,"control",0
15638,"control",0
15639,"control",0
15640,"control",0
15641,"control",0
15642,"control",0
15643,"control",0
15644,"control",0
15645,"control",0
15646,"control",0
15647,"control",0
15648,"control",0
15649,"control",0
15650,"control",0
15651,"control",0
15652,"control",0
15653,"control",0
15654,"control",0
15655,"control",0
15656,"control",0
15657,"control",1
15658,"control",0
15659,"control",0
15660,"control",0
15661,"control",0
15662,"control",0
15663,"control",0
15664,"control",0
15665,"control",1
15666,"control",0
15667,"control",0
15668,"control",0
15669,"control",0
15670,"control",0
15671,"control",0
15672,"control",0
15673,"control",0
15674,"control",0
15675,"control",0
15676,"control",1
15677,"control",0
15678,"control",0
15679,"control",0
15680,"control",0
15681,"control",0
15682,"control",0
15683,"control",0
15684,"control",0
15685,"control",0
15686,"control",0
15687,"control",0
15688,"control",0
15689,"control",0
15690,"control",0
15691,"control",1
15692,"control",0
15693,"control",0
15694,"control",0
15695,"control",0
15696,"control",0
15697,"control",0
15698,"control",0
15699,"control",0
15700,"control",0
15701,"control",0
15702,"control",0
15703,"control",0
15704,"control",0
15705,"control",0
15706,"control",0
15707,"control",0
15708,"control",0
15709,"control",0
15710,"control",0
15711,"control",0
15712,"control",0
15713,"control",0
15714,"control",0
15715,"control",0
15716,"control",0
15717,"control",0
15718,"control",0
15719,"control",0
15720,"control",0
15721,"control",0
15722,"control",0
15723,"control",0
15724,"control",0
15725,"control",0
15726,"control",0
15727,"control",0
15728,"control",0
15729,"control",0
15730,"control",0
15731,"control",0
15732,"control",0
15733,"control",0
15734,"control",0
15735,"control",0
15736,"control",0
15737,"control",0
15738,"control",0
15739,"control",0
15740,"control",0
15741,"control",0
15742,"control",0
15743,"control",0
15744,"control",0
15745,"control",1
15746,"control",0
15747,"control",0
15748,"control",0
15749,"control",0
15750,"control",0
15751,"control",0
15752,"control",0
15753,"control",0
15754,"control",0
15755,"control",0
15756,"control",0
15757,"control",0
15758,"control",0
15759,"control",0
15760,"control",0
15761,"control",0
15762,"control",1
15763,"control",0
15764,"control",0
15765,"control",0
15766,"control",0
15767,"control",0
15768,"control",0
15769,"control",0
15770,"control",0
15771,"control",0
15772,"control",0
15773,"control",0
15774,"control",0
15775,"control",0
15776,"control",0
15777,"control",0
15778,"control",0
15779,"control",0
15780,"control",0
15781,"control",0
15782,"control",0
15783,"control",0
15784,"control",0
15785,"control",0
15786,"control",0
15787,"control",0
15788,"control",0
15789,"control",0
15790,"control",0
15791,"control",0
15792,"control",0
15793,"control",0
15794,"control",0
15795,"control",0
15796,"control",0
15797,"control",0
15798,"control",0
15799,"control",0
15800,"control",0
15801,"control",0
15802,"control",0
15803,"control",0
15804,"control",0
15805,"control",0
15806,"control",0
15807,"control",0
15808,"control",0
15809,"control",0
15810,"control",0
15811,"control",0
15812,"control",0
15813,"control",0
15814,"control",0
15815,"control",0
15816,"control",0
15817,"control",1
15818,"control",0
15819,"control",0
15820,"control",0
15821,"control",0
15822,"control",0
15823,"control",1
15824,"control",0
15825,"control",0
15826,"control",0
15827,"control",0
15828,"control",0
15829,"control",0
15830,"control",0
15831,"control",0
15832,"control",0
15833,"control",0
15834,"control",0
15835,"control",0
15836,"control",0
15837,"control",0
15838,"control",0
15839,"control",0
15840,"control",0
15841,"control",0
15842,"control",0
15843,"control",0
15844,"control",1
15845,"control",0
15846,"control",0
15847,"control",0
15848,"control",1
15849,"control",0
15850,"control",0
15851,"control",0
15852,"control",0
15853,"control",0
15854,"control",0
15855,"control",0
15856,"control",0
15857,"control",0
15858,"control",0
15859,"control",0
15860,"control",0
15861,"control",0
15862,"control",0
15863,"control",0
15864,"control",0
15865,"control",0
15866,"control",0
15867,"control",0
15868,"control",0
15869,"control",0
15870,"control",0
15871,"control",0
15872,"control",0
15873,"control",0
15874,"control",0
15875,"control",0
15876,"control",0
15877,"control",0
15878,"control",0
15879,"control",0
15880,"control",0
15881,"control",0
15882,"control",0
15883,"control",0
15884,"control",0
15885,"control",0
15886,"control",0
15887,"control",0
15888,"control",0
15889,"control",0
15890,"control",0
15891,"control",0
15892,"control",0
15893,"control",0
15894,"control",0
15895,"control",0
15896,"control",0
15897,"control",0
15898,"control",1
15899,"control",0
15900,"control",0
15901,"control",0
15902,"control",0
15903,"control",0
15904,"control",0
15905,"control",0
15906,"control",0
15907,"control",0
15908,"control",0
15909,"control",0
15910,"control",0
15911,"control",0
15912,"control",0
15913,"control",0
15914,"control",0
15915,"control",0
15916,"control",0
15917,"control",0
15918,"control",0
15919,"control",0
15920,"control",0
15921,"control",0
15922,"control",0
15923,"control",0
15924,"control",0
15925,"control",0
15926,"control",0
15927,"control",0
15928,"control",0
15929,"control",0
15930,"control",0
15931,"control",0
15932,"control",0
15933,"control",0
15934,"control",0
15935,"control",0
15936,"control",0
15937,"control",0
15938,"control",0
15939,"control",0
15940,"control",0
15941,"control",0
15942,"control",0
15943,"control",0
15944,"control",0
15945,"control",0
15946,"control",0
15947,"control",0
15948,"control",0
15949,"control",0
15950,"control",0
15951,"control",0
15952,"control",0
15953,"control",0
15954,"control",1
15955,"control",0
15956,"control",0
15957,"control",0
15958,"control",0
15959,"control",0
15960,"control",0
15961,"control",0
15962,"control",0
15963,"control",0
15964,"control",0
15965,"control",0
15966,"control",0
15967,"control",1
15968,"control",0
15969,"control",0
15970,"control",0
15971,"control",0
15972,"control",0
15973,"control",0
15974,"control",0
15975,"control",0
15976,"control",0
15977,"control",0
15978,"control",0
15979,"control",0
15980,"control",0
15981,"control",0
15982,"control",0
15983,"control",0
15984,"control",0
15985,"control",0
15986,"control",0
15987,"control",0
15988,"control",0
15989,"control",0
15990,"control",0
15991,"control",0
15992,"control",0
15993,"control",0
15994,"control",1
15995,"control",0
15996,"control",0
15997,"control",0
15998,"control",0
15999,"control",0
16000,"control",0
16001,"control",0
16002,"control",0
16003,"control",0
16004,"control",0
16005,"control",0
16006,"control",0
16007,"control",0
16008,"control",0
16009,"control",0
16010,"control",0
16011,"control",0
16012,"control",0
16013,"control",0
16014,"control",0
16015,"control",0
16016,"control",0
16017,"control",0
16018,"control",0
16019,"control",0
16020,"control",0
16021,"control",0
16022,"control",0
16023,"control",0
16024,"control",0
16025,"control",0
16026,"control",0
16027,"control",0
16028,"control",0
16029,"control",0
16030,"control",0
16031,"control",0
16032,"control",0
16033,"control",0
16034,"control",0
16035,"control",0
16036,"control",0
16037,"control",0
16038,"control",0
16039,"control",0
16040,"control",0
16041,"control",0
16042,"control",0
16043,"control",0
16044,"control",0
16045,"control",0
16046,"control",0
16047,"control",0
16048,"control",0
16049,"control",1
16050,"control",0
16051,"control",0
16052,"control",0
16053,"control",0
16054,"control",0
16055,"control",0
16056,"control",0
16057,"control",0
16058,"control",0
16059,"control",0
16060,"control",0
16061,"control",0
16062,"control",0
16063,"control",0
16064,"control",0
16065,"control",0
16066,"control",0
16067,"control",0
16068,"control",0
16069,"control",0
16070,"control",0
16071,"control",0
16072,"control",0
16073,"control",0
16074,"control",0
16075,"control",0
16076,"control",0
16077,"control",0
16078,"control",0
16079,"control",0
16080,"control",0
16081,"control",0
16082,"control",0
16083,"control",0
16084,"control",0
16085,"control",0
16086,"control",0
16087,"control",0
16088,"control",0
16089,"control",0
16090,"control",0
16091,"control",0
16092,"control",0
16093,"control",0
16094,"control",0
16095,"control",0
16096,"control",0
16097,"control",0
16098,"control",0
16099,"control",0
16100,"control",0
16101,"control",0
16102,"control",0
16103,"control",0
16104,"control",0
16105,"control",0
16106,"control",0
16107,"control",0
16108,"control",0
16109,"control",0
16110,"control",0
16111,"control",0
16112,"control",0
16113,"control",0
16114,"control",0
16115,"control",0
16116,"control",0
16117,"control",0
16118,"control",0
16119,"control",0
16120,"control",0
16121,"control",0
16122,"control",0
16123,"control",0
16124,"control",0
16125,"control",0
16126,"control",0
16127,"control",0
16128,"control",0
16129,"control",0
16130,"control",1
16131,"control",0
16132,"control",1
16133,"control",0
16134,"control",0
16135,"control",0
16136,"control",0
16137,"control",1
16138,"control",0
16139,"control",0
16140,"control",0
16141,"control",0
16142,"control",0
16143,"control",0
16144,"control",0
16145,"control",0
16146,"control",0
16147,"control",0
16148,"control",0
16149,"control",0
16150,"control",0
16151,"control",0
16152,"control",0
16153,"control",0
16154,"control",0
16155,"control",0
16156,"control",0
16157,"control",0
16158,"control",0
16159,"control",0
16160,"control",0
16161,"control",0
16162,"control",0
16163,"control",0
16164,"control",0
16165,"control",0
16166,"control",0
16167,"control",1
16168,"control",0
16169,"control",0
16170,"control",0
16171,"control",0
16172,"control",0
16173,"control",0
16174,"control",0
16175,"control",0
16176,"control",0
16177,"control",0
16178,"control",0
16179,"control",0
16180,"control",0
16181,"control",0
16182,"control",0
16183,"control",0
16184,"control",0
16185,"control",0
16186,"control",0
16187,"control",0
16188,"control",0
16189,"control",0
16190,"control",0
16191,"control",0
16192,"control",0
16193,"control",0
16194,"control",0
16195,"control",0
16196,"control",0
16197,"control",0
16198,"control",0
16199,"control",0
16200,"control",0
16201,"control",0
16202,"control",1
16203,"control",0
16204,"control",0
16205,"control",0
16206,"control",0
16207,"control",0
16208,"control",0
16209,"control",0
16210,"control",0
16211,"control",0
16212,"control",0
16213,"control",0
16214,"control",0
16215,"control",0
16216,"control",0
16217,"control",0
16218,"control",0
16219,"control",0
16220,"control",0
16221,"control",0
16222,"control",0
16223,"control",0
16224,"control",1
16225,"control",0
16226,"control",0
16227,"control",0
16228,"control",0
16229,"control",0
16230,"control",0
16231,"control",0
16232,"control",0
16233,"control",0
16234,"control",0
16235,"control",0
16236,"control",0
16237,"control",0
16238,"control",0
16239,"control",0
16240,"control",0
16241,"control",0
16242,"control",0
16243,"control",0
16244,"control",0
